專案名稱,抽驗日期,分類,檢體名稱,抽驗行政郵遞區號,抽驗地點,檢驗結果,不符合規定原因
蔬果,20230201,小葉菜類,山咖哩葉_九里香_新鮮香草,108,"食代嚴選
https://www.fresh2you.tw，1120201(到貨日)",不符合規定,"殺草劑Ametryn 草殺淨0.02ppm(標準：不得檢出) 
殺蟲劑Fenitrothion 撲滅松0.02ppm(標準：0.01ppm以下) 
殺菌劑Isoprothiolane 亞賜圃0.04ppm(標準：0.01ppm以下) 
殺草劑Pendimethalin 施得圃0.04ppm(標準：0.01ppm以下) 
殺蟲劑Phenthoate 賽達松0.02ppm(標準：0.01ppm以下) 
殺菌劑Procymidone 撲滅寧0.02ppm(標準：0.01ppm以下) 
殺菌劑Thifluzamide 賽氟滅0.02ppm(標準：不得檢出) "
蔬果,20230201,包葉菜類,義大利芹菜_平葉巴西利_新鮮香草,108,"食代嚴選
https://www.fresh2you.tw，1120201(到貨日)",不符合規定,"殺菌劑Chlorothalonil 四氯異苯腈0.18ppm(標準：0.02ppm以下) 
殺菌劑Dimethomorph 達滅芬0.04ppm(標準：0.01ppm以下) 
殺蟲劑Methiocarb 滅賜克0.53ppm(標準：0.01ppm以下) 
殺蟲劑Profenophos 佈飛松0.05ppm(標準：0.01ppm以下) 
殺菌劑Pyraclostrobin 百克敏0.10ppm(標準：0.01ppm以下) 
殺菌劑Tebuconazole 得克利0.02ppm(標準：0.01ppm以下) "
油品抽驗計畫,20230222,芥花油,福壽100%純芥花油(有效日期：2024/10/31 ),106,全聯實業股份有限公司台北東門分公司/臺北市大安區金山南路2段12號地下,不符合規定,營養標示反式脂肪含量為「每份：0公克」，惟檢出每100公克反式脂肪酸含量0.56公克，依據「包裝食品營養標示應遵行事項」，每100公克固體（半固體）反式脂肪酸含量不超過0.3公克得標示為0，案內產品應依實際數值標示。
速食麵,20230130,速食麵,檳城阿來白咖哩麵(有效日期：2023/8/25 ),106,全聯實業股份有限公司大安延吉分公司/臺北市大安區市民大道4段190號1.2樓,不符合規定,麵條檢出環氧乙烷0.065mg/kg(標準：不得檢出)、醬料包檢出環氧乙烷0.084mg/kg(標準：不得檢出)
速食麵,20230201,速食麵,Indomie特色雞肉風味湯麵(有效日期：2023/8/7 ),104,宇林興業有限公司台北分公司/臺北市中山區中山北路3段37號,不符合規定,"調味粉包檢出環氧乙烷0.187mg/kg
(標準：不得檢出)"
生鮮禽畜肉品,20230301,皮蛋,廣大利松花溏心皮蛋,104, 家福股份有限公司台北錦州分公司/臺北市中山區錦州街276號,不符合規定,銅6mg/kg (標準:5mg/kg)
網路販售蔬果類食品,20230301,根莖菜類,日本新鮮百合-白花百合,108,"食代嚴選
https://www.fresh2you.tw/",不符合規定,"1.扶吉胺-1.0ppm
(標準:不得檢出)
2.鎘-0.18mg/kg
(標準:0.05mg/kg)"
網路販售蔬果類食品,20230301,小漿果類,日本熊本草莓2盤/箱,106,"新鮮屋
https://www.fresco.casa/",不符合規定,"滅派林-1.3ppm
(標準:1.0ppm)
"
網路販售蔬果類食品,20230301,根莖菜類,日本鮮百合,110,"放心初蔬果網
https://funthingtrue.com.tw/",不符合規定,"
1.扶吉胺-5.67ppm
(標準:不得檢出)
2.鎘-0.17mg/kg
(標準:0.05mg/kg)"
網路販售蔬果類食品,20230301,小葉菜類,茴香菜,110,"放心初蔬果網
https://funthingtrue.com.tw/",不符合規定,"
殺丹-0.03ppm
(標準:0.01ppm)"
網路販售蔬果類食品,20230301,根莖菜類,日本北海道新鮮食用百合每顆約150g,110,"柴寶買菜網
https://shopee.tw/honey_bunny",不符合規定,"鎘-0.14mg/kg
(標準:0.05mg/kg)"
生鮮水產品,20230412,魚類,黃魚,106,六廚有限公司(六廚川客料理)/臺北市大安區信義路3段7號2樓,不符合規定,"恩氟喹啉羧酸(enrofloxacin)：0.03ppm
 (標準：不得檢出)"
散裝飲冰品及配料,20230412,配料,CRISTORY魔力水晶-咖啡風味,100,163冷飲店(163 Lane)/臺北市中正區延平南路163巷4號,不符合規定,"己二烯酸：0.70g/kg
(標準：不得檢出)"
茶葉、花草茶,20230313,花草茶,粉玫瑰,108,米卡餐坊(燒杯咖啡藝廚)/臺北市萬華區西園路1段236號1樓,不符合規定,殺菌劑Penconazole 平克座0.08ppm(其他(茶類)*:0.05ppm)
茶葉、花草茶,20230313,花草茶,蝶豆花,114,時時展餐飲有限公司(泰讚了內湖瑞光店)/臺北市內湖區瑞光路317號1樓,不符合規定,"殺蟲劑Flubendiamide 氟大滅0.09ppm(其他(茶類)*:0.05ppm)
殺蟲劑Thiacloprid 賽果培0.08ppm(其他(茶類)*:0.05ppm)"
茶葉、花草茶,20230315,花草茶,玫瑰花瓣,111,享美學國際股份有限公司(享當下)/臺北市士林區德行西路36號,不符合規定,殺蟲劑Permethrin 百滅寧0.29ppm(其他(茶類)*:0.05ppm)
茶葉、花草茶,20230315,花草茶,蝶豆花,111,享美學國際股份有限公司(享當下)/臺北市士林區德行西路36號,不符合規定,"殺蟲劑Chlorpyrifos 陶斯松0.18ppm(其他(茶類)*:0.05ppm)
殺菌劑Metalaxyl 滅達樂0.06ppm(其他(茶類)*:0.05ppm)"
美耐皿,20230327,塑膠類,美耐加賀筷 黑,105,利吉利商行/臺北市松山區復興北路3號,不符合規定,"1.甲醛：43.0ppm
(標準:不得檢出)
2.蒸發殘渣：74ppm
(標準:30ppm以下)
3.未標示淨重、容量或數量"
美耐皿,20230328,塑膠類,日風美耐筷,104,勝越企業社/臺北市中山區吉林路133號1樓,不符合規定,"甲醛：24.0ppm
(標準:不得檢出)"
美耐皿,20230330,塑膠類,93438美耐皿350ml杯,103,豐資生活館有限公司(小北百貨寧夏店)/臺北市大同區寧夏路11號1樓,不符合規定,本體未以印刷、打印或壓印方式標示材質名稱及耐熱溫度。
蔬果,20230413,小葉菜類,迷迭香,108,3446何O獅/臺北市萬華區萬大路533號蔬菜區地號930,不符合規定,"殺菌劑Dimethomorph 達滅芬0.06ppm(標準：0.01ppm以下) 
殺蟲劑Imidacloprid 益達胺0.03ppm(標準：0.01ppm以下) 
殺草劑Oxadiazon 樂滅草0.04ppm(標準：0.01ppm以下) 
殺線蟲劑Oxamyl 毆殺滅0.04ppm(標準：0.01ppm以下) 
殺草劑Pendimethalin 施得圃0.06ppm(標準：0.01ppm以下) 
殺蟲劑Phenthoate 賽達松0.02ppm(標準：0.01ppm以下) "
蔬果,20230407,小葉菜類,芥蘭菜,111,欣盛小吃店(晴光精緻自助餐)/臺北市士林區中正路363號,不符合規定,"殺蟲劑Chlorpyrifos 陶斯松0.02ppm(標準：0.01ppm以下) 
殺蟲劑Fipronil 芬普尼0.012ppm、Fipronil-sulfone芬普尼代謝物0.016ppm(標準：0.001ppm以下) 
殺蟲劑Pyriproxyfen 百利普芬0.51ppm(標準：0.01ppm以下) 
殺蟲劑Tolfenpyrad 脫芬瑞0.8ppm(標準：0.5ppm以下) "
蔬果,20230411,小葉菜類,韭菜花,108,王黃O彫/臺北市萬華區萬大路533號蔬菜中繼零批場地號410,不符合規定,"殺蟲劑3-酮基加保扶(3-keto Carbofuran)0.01ppm、3-羥基加保扶(3-OH Carbofuran)0.18ppm、加保扶(Carbofuran)0.38ppm(標準：0.2ppm以下) 
殺蟲劑Acetamiprid 亞滅培0.08ppm(標準：0.01ppm以下) 
殺蟲劑Chlorpyrifos 陶斯松0.39ppm(標準：0.01ppm以下) "
蔬果,20230407,根莖菜類,白蘿蔔,106,全國食養創作全自助餐復興店/臺北市大安區復興南路2段314號,不符合規定,"殺蟲劑Dinotefuran 達特南0.09ppm(標準：0.05ppm以下) 
殺蟲劑Fipronil-sulfone芬普尼代謝物0.002ppm(標準：0.001ppm以下) "
蔬果,20230411,大漿果類,百香果,114,家福股份有限公司台北內湖分公司(家樂福內湖店)/臺北市內湖區民善街88 號,不符合規定,殺菌劑Metrafenone 滅芬農0.02ppm(標準：不得檢出) 
蔬果,20230411,小葉菜類,彰化韭菜花,114, 大潤發流通事業股份有限公司南湖分公司(大潤發內湖二店) /臺北市內湖區舊宗路1段188號,不符合規定,殺蟎劑Spirodiclofen 賜派芬0.14ppm(標準： 0.01ppm以下) 
蔬果,20230411,果菜類,茄子,100,祥和小吃店(祥和蔬食精緻料理)/臺北市中正區鎮江街1巷1號,不符合規定,殺蟎劑Fenazaquin 芬殺蟎0.09ppm(標準：0.01ppm以下) 
蔬果,20230407,果菜類,茄子,106,全國食養創作全自助餐復興店/臺北市大安區復興南路2段314號,不符合規定,殺蟎劑Spirodiclofen 賜派芬0.08ppm(標準：0.01ppm以下) 
蔬果,20230411,豆菜類,敏豆,100,祥和小吃店(祥和蔬食精緻料理)/臺北市中正區鎮江街1巷1號,不符合規定,殺蟎劑Etoxazole 依殺蟎0.05ppm(標準：0.01ppm以下) 
蔬果,20230407,小葉菜類,韭菜,111,欣盛小吃店(晴光精緻自助餐)/臺北市士林區中正路363號,不符合規定,殺菌劑Boscalid 白克列0.02ppm(標準：0.01ppm以下) 
蔬果,20230411,小葉菜類,小白菜(優植),114,家福股份有限公司台北內湖分公司(家樂福內湖店) /臺北市內湖區民善街88 號,不符合規定,殺線蟲劑Oxamyl 毆殺滅0.7ppm(標準：0.5ppm以下) 
散裝飲冰品及配料,20230508,飲料,茉香綠茶(不含冰塊),104,品安甜品店(清原芋圓台北天津店)/臺北市中山區天津街41號1樓,不符合規定,"腸桿菌科：8.6x10^2 CFU/mL
(標準：10 CFU/mL)"
散裝飲冰品及配料,20230511,飲料,原山青茶(含冰塊),110,海堂國際股份有限公司(珊瑚橘)/臺北市信義區松高路12號B2,不符合規定,"腸桿菌科：2.2x10^3 CFU/mL
(標準：10 CFU/mL)"
散裝飲冰品及配料,20230516,冰品,北海道牛奶風味(冰淇淋),100,樂多多世界股份有限公司肉多多台北重慶南營業所(肉多多)/臺北市中正區重慶南路1段58號3樓,不符合規定,"腸桿菌科：50 CFU/mL
(標準：10 CFU/mL)"
散裝飲冰品及配料,20230511,飲料,阿里山青茶(含冰塊),112,福餐聯餐飲股份有限公司吉龍糖石牌裕民門市/臺北市北投區石牌路2段42號1樓,不符合規定,"腸桿菌科：1.6x10^5 CFU/mL
(標準：10 CFU/mL)"
散裝飲冰品及配料,20230511,冰品,紅茶雪泥,106,頂呱呱股份有限公司忠孝東路店/臺北市大安區忠孝東路4段175之1號,不符合規定,"腸桿菌科：7.0x10^2 CFU/mL
(標準：10 CFU/mL)"
散裝飲冰品及配料,20230511,冰品,蘋果野莓冰沙,114,覺旅股份有限公司覺旅咖啡陽光分公司/臺北市內湖區陽光街321巷42號,不符合規定,"腸桿菌科：1.1x10^4 CFU/mL
(標準：10 CFU/mL)"
散裝飲冰品及配料,20230511,冰品,巧克力香蕉冰沙,114,覺旅股份有限公司覺旅咖啡陽光分公司/臺北市內湖區陽光街321巷42號,不符合規定,"腸桿菌科：2.2x10^2 CFU/mL
(標準：10 CFU/mL)"
蔬果,20230504,果菜類,麻荸茄茄子,115,嘉年華小吃店/臺北市南港區同德路72號1樓,不符合規定,"殺蟲劑Imidacloprid 益達胺0.6ppm(標準：0.5ppm以下) 
殺蟎劑Spirodiclofen 賜派芬0.20ppm(標準：0.01ppm以下) "
蔬果,20230504,香辛植物及其他草木本植物,香菜(芫荽),105,百特蔬果行/臺北市松山區民生東路5段20號1樓,不符合規定,"殺蟲劑Fenitrothion 撲滅松0.02ppm(標準：0.01ppm以下) 
殺草劑Pendimethalin 施得圃0.6ppm(標準：0.1ppm以下)"
蔬果,20230504,果菜類,紅辣椒,104,瓦城泰統股份有限公司西湖分公司(時時香美麗華店)/臺北市中山區敬業三路20號5樓,不符合規定,"殺蟲劑Imidacloprid 益達胺1.6ppm(標準：0.5ppm以下) 
殺菌劑Pyraclostrobin 百克敏0.8ppm(標準：0.5ppm以下) "
蔬果,20230503,果菜類,紅辣椒,104,鼎皇麻辣火鍋店/臺北市中山區民權東路2段1號,不符合規定,"殺蟲劑Chlorpyrifos 陶斯松0.02ppm(標準：0.01ppm以下) 
殺菌劑Prochloraz 撲克拉0.03ppm(標準：0.01ppm以下) "
蔬果,20230502,小葉菜類,(久)韭黃,111,無市招蔬果行(高O志)/臺北市士林區德行東路109巷4號,不符合規定,殺蟎劑Ethion 愛殺松0.09ppm(標準：不得檢出) 
蔬果,20230504,小葉菜類,台灣特選韭黃,114,幸福品味實業股份有限公司(美福食集)/臺北市內湖區民善街128號,不符合規定,殺菌劑Thifluzamide 賽氟滅0.03ppm(標準：不得檢出) 
蔬果,20230504,瓜菜類,東山絲瓜,115,幸幸越南素食館(越南蔬食)/臺北市南港區成福路28號,不符合規定,殺蟲劑3-OH Carbofuran 3-羥基加保扶0.02ppm(標準：不得檢出) 
蔬果,20230504,小葉菜類,台灣特選九層塔(羅勒),114,幸福品味實業股份有限公司(美福食集)/臺北市內湖區民善街128號,不符合規定,殺菌劑Pyraclostrobin 百克敏0.92ppm(標準：0.01ppm以下) 
蔬果,20230504,小葉菜類,九層塔(羅勒),110,欣葉台菜信義新天地A9館/臺北市信義區松壽路9號8樓,不符合規定,殺菌劑Pyraclostrobin 百克敏0.73ppm(標準：0.01ppm以下) 
蔬果,20230504,果菜類,麻荸茄,115,鼎好小吃店/臺北市南港區同德路56號,不符合規定,殺蟎劑Spirodiclofen 賜派芬0.17ppm(標準：0.01ppm以下) 
蔬果,20230504,果菜類,特選辣椒,115,永祥蔬果行/臺北市南港區同德路77號,不符合規定,殺蟲劑Clothianidin 可尼丁0.15ppm(標準：0.05ppm以下) 
蔬果,20230504,梨果類,水蜜桃,110,靚青蔬果行/臺北市信義區吳興街174號1樓,不符合規定,殺蟲劑Fenvalerate 芬化利1.8ppm(標準：1.0ppm以下) 
散裝飲冰品及配料,20230516,冰品,香脆花生蜜芋雪花冰(不含配料),106,思慕昔餐飲有限公司/臺北市大安區永康街15號、15號之1,不符合規定,"腸桿菌科：3.4x10^4 CFU/g
(標準：10 CFU/g)"
散裝飲冰品及配料,20230516,冰品,芋頭芋圓牛奶雪花冰(不含配料),106,思慕昔餐飲有限公司/臺北市大安區永康街15號、15號之1,不符合規定,"腸桿菌科：35 CFU/g
(標準：10 CFU/g)"
散裝飲冰品及配料,20230516,飲料,探春(含冰塊),106,玖仰茶食文化有限公司永康分公司/臺北市大安區永康街9-1號1樓,不符合規定,"腸桿菌科：1.1x10^5 CFU/mL
(標準：10 CFU/mL)"
散裝飲冰品及配料,20230516,飲料,紅烏龍(含冰塊),106,玖仰茶食文化有限公司永康分公司/臺北市大安區永康街9-1號1樓,不符合規定,"腸桿菌科：3.3x10^4 CFU/mL
(標準：10 CFU/mL)"
散裝飲冰品及配料,20230516,冰品,黑巧克力霜淇淋,105,GODIVA巧克力微風南京/臺北市松山區南京東路3段337號1樓,不符合規定,"腸桿菌科：1.8x10^3 CFU/g
(標準：10 CFU/g)"
散裝飲冰品及配料,20230516,冰品,歐利歐巧克力冰酷樂,105,百富通股份有限公司慶城店(莫凡彼)/臺北市松山區慶城街12號1樓,不符合規定,"腸桿菌科：1.4x10^2 CFU/g
(標準：10 CFU/g)"
散裝飲冰品及配料,20230516,飲料,麥香紅茶,105,厚舖牛排館(人从众厚切牛排)/臺北市松山區光復北路146號1樓,不符合規定,"腸桿菌科：1.0x10^3 CFU/mL
(標準：10 CFU/mL)"
散裝飲冰品及配料,20230522,冰品,祖傳綠豆沙,106,金好家股份有限公司台北大安分公司(進發家大安店)/臺北市大安區大安路1段53號,不符合規定,"腸桿菌科：4.6x10^2 CFU/g
(標準：10 CFU/g)"
散裝飲冰品及配料,20230522,冰品,萬丹紅豆沙,106,金好家股份有限公司台北大安分公司(進發家大安店)/臺北市大安區大安路1段53號,不符合規定,"腸桿菌科：1.5x10^2 CFU/g
(標準：10 CFU/g)"
散裝飲冰品及配料,20230522,冰品,100%綠豆沙沙(不含配料),110,三良品茶/臺北市信義區永吉路263號,不符合規定,"腸桿菌科：58 CFU/mL
(標準：10 CFU/mL)"
散裝飲冰品及配料,20230524,冰品,霜淇淋,114,錢都火鍋/臺北市內湖區成功路4段147號,不符合規定,"腸桿菌科：1.3x10^2 CFU/g
(標準：10 CFU/g)"
散裝飲冰品及配料,20230605,飲料,四季青茶(含冰塊),100,甯臻恩飲料店(黑丸嫩仙草古亭店)/臺北市中正區同安街65號1樓,不符合規定,"腸桿菌科：5.8x10^3 CFU/g
(標準：10 CFU/g)"
調味料(醬油、沾醬),20230530,水解醬油,天鵝醬油,104,怡樂國際有限公司(EEC GLOBAL TK)/臺北市中山區中山北路3段39號1樓,不符合規定,營養標示未如實標示
真菌毒素,20230502,花生製品,花生粉,105,老翁家/臺北市松山區新東街19號,不符合規定,"黃麴毒素B1：4.8μg/kg(2μg/kg以下)
總黃麴毒素B1+B2+G1+G2：5.5μg/kg(4μg/kg以下)"
檢測食品中輻射殘留含量,20230130,日本進口食品,JA高知土佐番茶PET500ML,111,遠東都會股份有限公司天母店(市招: City super)/臺北市士林區中山北路6段77號B1,不符合規定,原產地標示不實
蔬果,20230601,豆菜類,甜豆(豌豆),100,果粉水果行/臺北市中正區汀州路2段335號,不符合規定,"殺菌劑Diniconazole 達克利0.21ppm(標準：不得檢出) 
殺菌劑Fluopicolide 氟比來0.06ppm(標準：0.01ppm以下) 
殺菌劑Prochloraz 撲克拉0.08ppm(標準：0.01ppm以下) 
殺菌劑Propamocarb hydrochloride 普拔克0.42ppm(標準：0.1ppm以下) "
蔬果,20230601,豆菜類,豌豆,111,詠鑽蔬果專賣店(新天地蔬果量販店)/臺北市士林區美崙街18號1樓,不符合規定,"殺蟲劑Clothianidin 可尼丁0.23ppm(標準：0.02ppm以下) 
殺菌劑Dimethomorph 達滅芬2.4ppm(標準：2.0ppm以下) 
殺菌劑Tebuconazole 得克利1.8ppm(標準：1.0ppm以下) 
殺蟲劑Tolfenpyrad 脫芬瑞0.62ppm(標準：0.01ppm以下) "
蔬果,20230602,核果類,台灣特選玉荷包800g(荔枝),114,幸福品味實業股份有限公司(美福食集)/臺北市內湖區民善街128號,不符合規定,"殺蟲劑Chlorpyrifos 陶斯松0.02ppm(標準：0.01ppm以下) 
殺蟲劑Phosmet 益滅松0.8ppm(標準：0.2ppm以下) "
蔬果,20230601,大漿果類,百香果,111,詠鑽蔬果專賣店(新天地蔬果量販店)/臺北市士林區美崙街18號1樓,不符合規定,殺蟲劑Cyromazine 賽滅淨0.03ppm(標準：不得檢出) 
蔬果,20230601,包葉菜類,進口青花菜,111,Mia C'bon超市台北大葉店/臺北市士林區忠誠路2段55號B1,不符合規定,殺線蟲劑Fosthiazate 福賽絕0.02ppm(標準：不得檢出) 
蔬果,20230602,核果類,玉荷包(荔枝),106,双喜臨門水果行(双囍臨門水果行)/臺北市大安區和平東路3段228巷35號,不符合規定,殺蟲劑Chlorpyrifos 陶斯松 0.30ppm(標準：0.01ppm以下) 
蔬果,20230601,大漿果類,百香果,111,翡翠綠水果專賣店/臺北市士林區美崙街14號1樓,不符合規定,殺蟲劑Fluvalinate 福化利0.06ppm(標準：0.01ppm以下) 
蔬果,20230602,小漿果類,綠無籽葡萄,110,辣十九國際開發股份有限公司(馬辣)/臺北市信義區松壽路22號3樓,不符合規定,殺蟲劑Fipronil 芬普尼0.002ppm、Fipronil-sulfone芬普尼代謝物0.001ppm(標準：0.001ppm以下) 
蔬果,20230602,豆菜類,醜豆(菜豆),106,双喜臨門水果行(双囍臨門水果行)/臺北市大安區和平東路3段228巷35號,不符合規定,殺蟲劑Clothianidin 可尼丁0.06ppm(標準：0.02ppm以下) 
蔬果,20230602,大漿果類,紅龍果-履歷紅龍果,105,安星水果行/臺北市松山區南京東路291巷32之3號,不符合規定,殺蟎劑Spirodiclofen 賜派芬0.02ppm(標準：0.01ppm以下) 
中元祭祀食品,20230627,生鮮水果,芒果,111,益成蔬果行/臺北市士林區德行東路109巷110號,不符合規定,殺蟲劑陶斯松(Chlorpyrifos)：0.23 ppm（0.01 ppm）
中元祭祀食品,20230629,糕粿糬類製品 ,草仔粿,104,中山手工麻糬（紅豆湯）(中山市場第28號攤)/臺北市中山區長安西路3號,不符合規定,防腐劑己二烯酸：1.3 g/kg(1.0 g/kg)
生鮮水產品,20230530,深海魚類,黑鮪魚腹肉排,106,遠東都會股份有限公司復興店(city super復興SOGO店)/臺北市大安區忠孝東路3段300號B3樓,不符合規定,檢出一氧化碳
截切水果,20230710,梨果類,水梨,108,艋舺夜市-男哥現削水果(無市招)/臺北市萬華區廣州街182號前,不符合規定,甜味劑糖精(Saccharin)：0.02 g/kg
穀豆類,20230616,乾豆類,毛綠豆,110,遠百企業股份有限公司忠孝分公司/臺北市信義區忠孝東路5段297號地下1、2、3樓,不符合規定,"芬普尼(Fipronil)0.001ppm (標準:0.001ppm)
賽速安(Thiamethoxam)0.03(標準:0.02ppm)"
穀豆類,20230616,乾豆類,黑芝麻(特級品),106,太平洋崇光百貨股份有限公司/臺北市大安區忠孝東路4段45號地下2樓,不符合規定,"芬化利(Fenvalerate)0.04 ppm (標準:0.1ppm)
環氧乙烷(Ethylene Oxide)1.34mg/kg (標準:不得檢出)"
蔬果,20230703,大漿果類,百香果,105,四季甜工作坊/臺北市松山區三民路101巷2之1號(新東市場外）,不符合規定,"殺蟲劑Cyromazine 賽滅淨0.01ppm(標準：不得檢出) 
殺蟲劑Pyrimidifen 畢汰芬0.02ppm(標準：不得檢出) 
殺蟲劑Pyriproxyfen 百利普芬0.4ppm(標準：0.2ppm以下) "
蔬果,20230704,根莖菜類,白蘿蔔,108,蔬菜攤/臺北市萬華區環河南路2段245號蔬菜攤0068號(環南市場),不符合規定,"殺蟲劑Clothianidin 可尼丁0.04ppm(標準：0.02ppm以下) 
殺蟎劑Pyridaben 畢達本0.07ppm(標準：不得檢出) "
蔬果,20230707,果菜類,辣椒,106,當季平價快餐店/臺北市大安區忠孝東路4段216巷19弄10號1樓,不符合規定,"殺菌劑Difenoconazole 待克利1.5ppm(標準：0.5ppm以下) 
殺菌劑Pydiflumetofen 派滅芬0.05ppm(標準：不得檢出) "
蔬果,20230707,小漿果類,高海拔套袋葡萄,106,全聯實業股份有限公司敦南分公司(全聯福利中心敦南分公司)/臺北市大安區忠孝東路4段126之1號房屋地下1層,不符合規定,"生長調節劑Chlormequat 克美素0.04ppm(標準：不得檢出) 
殺菌劑Boscalid 白克列1.4ppm(標準：1.0ppm以下) "
蔬果,20230720,小葉菜類,芥藍菜,112,卿卿鮮果/臺北市北投區磺港路33號(北投中繼市場A27.A28.A29號攤),不符合規定,"殺蟲劑Emamectin benzoate 因滅汀0.07ppm(標準：0.05ppm以下)
殺蟲劑 Permethrin 百滅寧2.5ppm(標準：2.0ppm以下) "
蔬果,20230704,大漿果類,特選百香果,108,青果攤/臺北市萬華區環河南路2段245號蔬菜攤0005號,不符合規定,殺蟲劑Cyromazine賽滅淨0.11ppm(標準：不得檢出)
蔬果,20230725,大漿果類,波蘿蜜,108,上奕商行(INDEX)/臺北市萬華區國興路32號,不符合規定,生長調節劑Gibberellic acid 勃激素A3 0.07ppm(標準：不得檢出)
蔬果,20230704,大漿果類,特選百香果,108,我家蔬果園/臺北市萬華區中華路2段416巷56號,不符合規定,殺蟲劑Cyromazine賽滅淨0.03ppm(標準：不得檢出)
蔬果,20230704,小葉菜類,九層塔(羅勒),104,五常市場第17攤/臺北市中山區民族東路410巷2弄18-20號前,不符合規定,殺菌劑Pyraclostrobin 百克敏0.70ppm(標準：0.01ppm以下) 
蔬果,20230704,核果類,糯米荔枝,108,青果攤/臺北市萬華區環河南路2段245號蔬菜攤0005號,不符合規定,殺蟲劑Chlorpyrifos陶斯松0.24ppm(標準：0.01ppm以下)
蔬果,20230707,香辛植物及其他草木本植物,香菜(芫荽),106,當季平價快餐店/臺北市大安區忠孝東路4段216巷19弄10號1樓,不符合規定,殺蟲劑Chlorpyrifos 陶斯松0.14ppm(標準：0.01ppm以下)
蔬果,20230703,根莖菜類,進口白蘿蔔600G,111,家福股份有限公司台北天母分公司/臺北市士林區德行西路47號,不符合規定,殺蟲劑Thiamethoxam 賽速安0.51ppm(標準：0.25ppm以下) 
蔬果,20230704,核果類,荔枝,104,粘O福/臺北市中山區民族東路410巷2弄18-20號前(五常市場),不符合規定,殺蟲劑Cyhalothrin 賽洛寧0.6ppm(標準：0.5ppm以下) 
蔬果,20230801,豆菜類,甜豆豌豆,108,日鮮蔬果專賣店/臺北市萬華區貴陽街2段137號,不符合規定,"殺菌劑Bupirimate 布瑞莫0.03ppm(標準：0.01ppm以下) 
殺蟲劑Chlorpyrifos 陶斯松0.04ppm(標準：0.01ppm以下) 
殺菌劑Diniconazole 達克利0.30ppm(標準：不得檢出) 
殺線蟲劑Fosthiazate 福賽絕0.01ppm(標準：不得檢出)
殺菌劑Prochloraz 撲克拉0.10ppm(標準：0.01ppm以下) 
殺蟲劑Thiamethoxam 賽速安0.09ppm(標準：0.02ppm以下) "
蔬果,20230802,豆菜類,荷仁豆(豌豆),115,永祥蔬果行/臺北市南港區同德路77號,不符合規定,"殺蟲劑Chlorpyrifos 陶斯松0.19ppm(標準：0.01ppm以下) 
殺蟲劑Thiamethoxam 賽速安0.11ppm(標準：0.02ppm以下) "
蔬果,20230802,小葉菜類,芹菜,115,為福樓餐廳有限公司/臺北市南港區忠孝東路5段996號,不符合規定,"殺蟲劑Chlorfenapyr 克凡派1.6ppm(標準：1.0ppm以下) 
殺草劑Thiobencarb 殺丹0.14ppm(標準：0.01ppm以下) "
蔬果,20230804,大漿果類,百香果,110,富安蔬果行/臺北市信義區吳興街208號1樓,不符合規定,殺蟲劑Cyromazine 賽滅淨0.48ppm(標準：不得檢出) 
蔬果,20230801,果菜類,紅辣椒,108,昌虹/臺北市萬華區環河南路2段245號環南市場蔬菜區89號攤,不符合規定,殺菌劑Difenoconazole 待克利6.3ppm(標準：0.5ppm以下) 
蔬果,20230804,小葉菜類,青蔥,111,小吳蔬菜行（臺北市士林區士東路100號1樓/士東市場第72號攤）,不符合規定,殺菌劑Mepronil 滅普寧0.10ppm(標準：0.01ppm以下) 
蔬果,20230801,小葉菜類,紅鳳菜,108,日鮮蔬果專賣店/臺北市萬華區貴陽街2段137號,不符合規定,殺草劑Oxadiazon 樂滅草0.05ppm(標準：0.01ppm以下) 
蔬果,20230807,根莖菜類,中國白蘿蔔600g(M),104,惠康百貨股份有限公司美麗華分公司（Mia C'bon/臺北市中山區敬業三路20號地下1樓之1）,不符合規定,殺蟲劑Thiamethoxam 賽速安0.84ppm(標準：0.25ppm以下) 
蔬果,20230807,柑桔類,檸檬,111,大苑子開發股份有限公司士林文林分公司(大苑子士林文林店)/臺北市士林區文林路20號,不符合規定,殺蟲劑Chlorpyrifos 陶斯松0.02ppm(標準：0.01ppm以下) 
蔬果,20230804,小葉菜類,芥蘭花,104,王邱月紅（臺北市中山區民族東路336號/第二果菜批發市場蔬菜零批場/濱江市場19-08攤）,不符合規定,殺蟲劑Deltamethrin 第滅寧0.3ppm(標準：0.2ppm以下) 
蔬果,20230801,瓜菜類,絲瓜,108,我是你的菜/臺北市萬華區環河南路2段245號152號攤,不符合規定,殺蟲劑Emamectin benzoate 因滅汀0.010ppm(標準：0.007ppm以下) 
食品容器具,20230712,食品容器具,"加拿大3 sprouts水壺
（2023/1/1）",105,甜蜜家族國際企業有限公司(甜蜜家族婦嬰用品連鎖門市)/臺北市松山區八德路2段354號1樓,不符合規定,"1.「Tritan」為商標名稱，無法正確指稱材質名稱。
2.未依規定以印刷、打印或壓印方式標示材質及耐熱溫度於主要本體"
食品容器具,20230713,食品容器具,"日本NAKAYA輕便方形保鮮盒380ml三入
（2022/11/6）",106,達旺商行/臺北市大安區忠孝東路4段216巷40弄3號,不符合規定,未依規定以印刷、打印或壓印方式標示材質於主要本體
