"統一編號","公司名稱","公司地址","資本總額","實收資本額","在境內營運資金","核准設立日期","營業地址（財政資訊中心匯入）","行業代號（財政資訊中心匯入）","財政資訊中心匯入日期","股票代號（金融監督管理委員會匯入）","產業別（金融監督管理委員會匯入）","金融監督管理委員會匯入日期","商標資料（智慧財產局匯入）","智慧財產局匯入日期"
"93623431","敏學科技股份有限公司","新北市淡水區新春街85巷19弄50號8樓","200000","200000"," ","1130122","新北市淡水區新春街８５巷１９弄５０號８樓","639099,,,","26-MAR-26","","","","",""
"93623740","豊格有限公司","新北市板橋區信義路167號","1680000"," "," ","1130123","新北市板橋區廣福里信義路１６７號","771999,456700,,","26-MAR-26","","","","",""
"93634991","明水未來股份有限公司","新北市新莊區中原路98號之1","28880000","28880000"," ","1121226","新北市新莊區中隆里中原路９８號之１","434011,433900,670011,","26-MAR-26","","","","",""
"93635675","雙北租屋不動產有限公司","新北市三重區民生街27號2樓","1000000"," "," ","1130125","新北市三重區民生里民生街２７號２樓","681115,,,","26-MAR-26","","","","",""
"93635865","松愛實業股份有限公司","新北市中和區連城路567之1號","1000000","1000000"," ","1130125","新北市中和區連城路５６７－１號","464111,,,","26-MAR-26","","","","",""
"93636415","保盈小客車租賃有限公司","新北市土城區金城路2段252號4樓","5000000"," "," ","1130126","新北市土城區柑林里金城路２段２５２號４樓","772100,484111,524100,","26-MAR-26","","","","",""
"93636772","富安居室內裝修整合有限公司","新北市三重區新北大道1段123號11樓","1000000"," "," ","1130126","新北市三重區光陽里０３０鄰新北大道１段１２３號１１樓","434015,434011,740100,","26-MAR-26","","","","",""
"93636793","寓建室內設計工程有限公司","新北市三重區新北大道1段123號11樓","1000000"," "," ","1130126","新北市三重區光陽里０３０鄰新北大道１段１２３號１１樓","740100,,,","26-MAR-26","","","","",""
"93637998","基雄股份有限公司","新北市永和區保生路22巷19弄11號2樓","1000000","1000000"," ","1130130","新北市永和區保安里保生路２２巷１９弄１１號２樓","681112,,,","26-MAR-26","","","","",""
"93638315","創微思科技有限公司","新北市新莊區建國一路310號9樓","500000"," "," ","1130130","新北市新莊區建安里建國一路３１０號９樓","464299,,,","26-MAR-26","","","","",""
"93640889","卓越科技股份有限公司","新北市三重區光復路1段61巷27號3樓之2","12880000","12880000"," ","1130112","新北市三重區五谷里光復路１段６１巷２７號３樓之２","639099,,,","26-MAR-26","","","","",""
"93652667","環宇整合物流股份有限公司","新北市五股區五權路21號3樓","20000000","10000000"," ","1130206","新北市五股區興珍里五權路２１號三樓","820914,089999,,","26-MAR-26","","","","",""
"93652809","虎嘯有限公司","新北市土城區中央路4段54巷11號8樓","500000"," "," ","1130205","新北市土城區頂埔里中央路４段５４巷１１號８樓","529099,,,","26-MAR-26","","","","",""
"93652815","鉑泉洗業有限公司","新北市汐止區福德一路106巷7號(1樓)","1000000"," "," ","1130205","新北市汐止區康福里福德一路１０６巷７號","473312,474917,961099,","26-MAR-26","","","","",""
"93652955","尚典精緻搬家有限公司","新北市淡水區新民街53巷6號3樓","10000000"," "," ","1130205","新北市淡水區新民街５３巷６號３樓","494012,,,","26-MAR-26","","","","",""
"93653075","台灣聯合塑化有限公司","新北市樹林區俊英街172巷17號","1600000"," "," ","1130205","新北市樹林區圳安里俊英街１７２巷１７號","220211,,,","26-MAR-26","","","","",""
"93653130","東葳工程有限公司","新北市板橋區金門街260巷2號6樓","2000000"," "," ","1130205","新北市板橋區溪福里金門街２６０巷２號６樓","060099,439014,,","26-MAR-26","","","","",""
"93653498","啟居開發設計有限公司","新北市板橋區篤行路3段67號11樓","1000000"," "," ","1130206","新北市板橋區溪福里篤行路３段６７號１１樓","434011,,,","26-MAR-26","","","","",""
"93653574","伃廷投資有限公司","新北市泰山區明志路1段110號8樓之5","10000000"," "," ","1130206","新北市泰山區明志路１段１１０號８樓之５","649911,,,","26-MAR-26","","","","",""
"93653856","澄鎧有限公司","新北市中和區景平路268號22樓之6","2000000"," "," ","1130206","新北市中和區秀明里景平路２６８號２２樓之６","011799,453211,456999,","26-MAR-26","","","","",""
"93654460","艾美藝術有限公司","新北市新莊區昌盛街73號3樓","1000000"," "," ","1130207","新北市新莊區幸福里昌盛街７３號３樓","529099,740912,,","26-MAR-26","","","","",""
"93654784","多好網雲有限公司","新北市汐止區新台五路1段95號20樓之6","2000000"," "," ","1130215","新北市汐止區復興里新台五路一段９５號二十樓之６","454999,455999,456700,456999","26-MAR-26","","","","",""
"93655307","瀧順國際實業有限公司","新北市中和區員山路391號","1200000"," "," ","1130216","新北市中和區員山路３９１號","561115,434011,,","26-MAR-26","","","","",""
"93656137","麒隆租賃有限公司","新北市新莊區中德路18號14樓","5000000"," "," ","1130220","新北市新莊區中隆里中德路１８號１４樓","524100,,,","26-MAR-26","","","","",""
"93667535","滙仕物流有限公司","新北市林口區竹林路336號(1樓)","25000000"," "," ","1130229","新北市林口區菁湖里００３鄰竹林路３３６號（１樓）","494099,,,","26-MAR-26","","","","",""
"93668014","全穎工程有限公司","新北市八里區龍米路2段228之7號11樓","3500000"," "," ","1130229","新北市八里區龍米路２段２２８之７號１１樓","410099,439099,782000,","26-MAR-26","","","","",""
"93669626","博特利室內裝修工程有限公司","新北市金山區中山路94號","10000000"," "," ","1130305","新北市金山區中山路９４號","434015,740100,,","26-MAR-26","","","","",""
"93670519","品悅建設有限公司","新北市樹林區柑園街2段382巷9號","10000000"," "," ","1130306","新北市樹林區西園里柑園街２段３８２巷９號","670011,670012,,","26-MAR-26","","","","",""
"93670573","潤德開發有限公司","新北市新莊區新北大道4段179號18樓之3","5000000"," "," ","1130306","新北市新莊區中原里新北大道４段１７９號１８樓之３","670012,,,","26-MAR-26","","","","",""
"93671355","好晨欣銀髮事業股份有限公司","新北市淡水區學府路130號2樓之3","2000000","2000000"," ","1130307","新北市淡水區濱海路３段１４８巷８９號４樓","879900,,,","26-MAR-26","","","","",""
"93671616","海砡工程有限公司","新北市土城區明德路1段240巷2號","5000000"," "," ","1130307","新北市土城區清水里明德路１段２４０巷２號","461311,,,","26-MAR-26","","","","",""
"93671720","茗江食品有限公司","新北市新莊區公園路130號(1樓)","6000000"," "," ","1130308","新北市新莊區立德里公園路１３０號（１樓）","454211,454212,454311,472311","26-MAR-26","","","","",""
"93671860","廣力鑫企業有限公司","新北市土城區中央路4段410巷10號6樓","5000000"," "," ","1130308","新北市土城區中央路４段４１０巷１０號６樓","813000,,,","26-MAR-26","","","","",""
"93681966","扶健生醫股份有限公司","新北市汐止區新台五路1段93號21樓之6"," ","2000000"," ","1130313","新北市汐止區復興里新台五路一段９３號二十一樓之６","454999,760999,089999,454920","26-MAR-26","","","","",""
"93684957","天貴有限公司","新北市三重區中興北街188巷3號(1樓)","25100000"," "," ","1130313","新北市三重區頂崁里中興北街１８８巷３號（１樓）","469912,485212,,","26-MAR-26","","","","",""
"93684990","盈家通運搬家貨運有限公司","新北市永和區永和路2段57號7樓","10000000"," "," ","1130314","新北市永和區信義里永和路２段５７號７樓","494012,,,","26-MAR-26","","","","",""
"93685055","凡心有限公司","新北市林口區文化三路2段87號","10000000"," "," ","1130314","新北市林口區湖南里文化三路二段８７號","702012,475299,,","26-MAR-26","","","","",""
"93685111","電電佳一有限公司","新北市新店區中央路153號22樓之17","100000"," "," ","1130314","新北市新店區福民里中央路１５３號２２樓之１７","485221,474999,473299,","26-MAR-26","","","","",""
"93685267","南巽元食品有限公司","新北市汐止區新台五路1段159號13樓之9","100000"," "," ","1130314","新北市汐止區復興里新台五路一段１５９號十三樓之９","454999,,,","26-MAR-26","","","","",""
