"統一編號","公司名稱","公司地址","資本總額","實收資本額","在境內營運資金","核准設立日期","營業地址（財政資訊中心匯入）","行業代號（財政資訊中心匯入）","財政資訊中心匯入日期","股票代號（金融監督管理委員會匯入）","產業別（金融監督管理委員會匯入）","金融監督管理委員會匯入日期","商標資料（智慧財產局匯入）","智慧財產局匯入日期"
"13101380","邁金達公寓大廈管理維護股份有限公司","臺北市松山區八德路4段24號2樓","1000000","1000000"," ","0910404","臺北市松山區復盛里八德路４段２４號２樓","811000,452000,,","26-MAR-26","","","","",""
"13101608","航國運通有限公司","臺北市中山區松江路80號7樓","5000000"," "," ","0910408","臺北市中山區興亞里松江路８０號７樓","523300,,,","26-MAR-26","","","","",""
"13101852","上銀全通電訊股份有限公司","臺北市中山區南京東路2段2號7樓之1","50000000","12800000"," ","0910408","臺北市中山區興亞里南京東路２段２號７樓之１","464211,610999,,","26-MAR-26","","","","",""
"13102732","崧神百貨股份有限公司","臺北市南港區經貿一路170號12樓之1","15000000","15000000"," ","0910409","臺北市南港區三重里經貿一路１７０號十二樓之１","471200,,,","26-MAR-26","","","","",""
"13103015","東方民用航空總代理股份有限公司","臺北市中山區長安東路2段230號3樓","2000000","2000000"," ","0910410","臺北市中山區朱崙里長安東路２段２３０號３樓","523300,526000,,","26-MAR-26","","","","",""
"13104534","百順全運有限公司","臺北市中山區復興北路288號9樓之1","7500000"," "," ","0910415","臺北市中山區江山里復興北路２８８號９樓之１","523200,523300,,","26-MAR-26","","","","",""
"13106456","寶順興國際運通有限公司","臺北市中山區林森北路101號11樓之1","7500000"," "," ","0910418","臺北市中山區正義里林森北路１０１號１１樓之１","523200,,,","26-MAR-26","","","","","2024-11-27"
"13109138","冠佑不動產開發股份有限公司","臺北市信義區莊敬路261號1樓","29000000","29000000"," ","0910424","臺北市信義區景新里莊敬路２６１號","681111,681112,,","26-MAR-26","","","","",""
"13109539","連昇實業有限公司","臺北市信義區忠孝東路5段1之8號2樓","5000000"," "," ","0910425","臺北市信義區興雅里忠孝東路五段１─８號２樓","524100,681112,,","26-MAR-26","","","","",""
"13109995","寶路開發股份有限公司","臺北市內湖區瑞光路26巷36弄8號5樓","35000000","35000000"," ","0910426","臺北市內湖區湖元里瑞光路２６巷３６弄８號５樓","670012,,,","26-MAR-26","","","","",""
"13110959","中捷生活事業股份有限公司","臺北市中山區明水路593號地下1樓","82000000","82000000"," ","0910430","臺北市中山區成功里明水路５９３號地下１樓","551011,,,","26-MAR-26","","","","仲信,仲信商務會館,THE KOOS HOTEL,","2024-11-27"
"13113034","三達運通有限公司","臺北市松山區復興北路309號8樓","7500000"," "," ","0910502","臺北市松山區民有里復興北路３０９號８樓","523200,451099,523300,","26-MAR-26","","","","",""
"13114189","好江山開發建設股份有限公司","臺北市信義區基隆路1段420號5樓","40000000","17000000"," ","0910506","臺北市信義區中興里基隆路１段４２０號５樓","689900,,,","26-MAR-26","","","","",""
"13115146","凱悅小客車租賃有限公司","臺北市中山區松江路131-27號14樓","10000000"," "," ","0910509","臺北市中山區松江路１３１－２７號１４樓","772100,,,","26-MAR-26","","","","",""
"13115835","水立方國際開發股份有限公司","臺北市中山區龍江路128號2樓","112000000","50000000"," ","0910510","臺北市中山區復華里龍江路１２８號２樓","451099,681112,681211,731099","26-MAR-26","","","","",""
"13118039","意霖美工材料有限公司","臺北市內湖區內湖路1段91巷30號","1000000"," "," ","0910517","臺北市內湖區西康里內湖路１段９１巷３０號","220911,,,","26-MAR-26","","","","",""
"13119620","富盛機械工程有限公司","臺北市大安區金華街183巷6號","10000000"," "," ","0910522","臺北市大安區永康里金華街１８３巷６號","340099,433211,,","26-MAR-26","","","","",""
"13119993","京東小客車租賃有限公司","臺北市信義區忠孝東路5段19號10樓之1","8000000"," "," ","0910522","臺北市信義區忠孝東路五段１９號１０樓之１","493911,465311,,","26-MAR-26","","","","",""
"13120133","三菱小客車租賃有限公司","臺北市士林區福志路101號1樓","5000000"," "," ","0910522","臺北市士林區福志里福志路１０１號１樓","772100,,,","26-MAR-26","","","","",""
"13120295","永富航空貨運承攬有限公司","臺北市松山區南京東路4段25號9樓","7500000"," "," ","0910523","臺北市松山區中華里南京東路４段２５號９樓","523300,521000,,","26-MAR-26","","","","",""
"13120696","日豪興業有限公司","臺北市大安區通化街186巷8號","1000000"," "," ","0910523","臺北市大安區法治里通化街１８６巷８號","530100,,,","26-MAR-26","","","","",""
"13121251","鈞通國際有限公司","臺北市信義區松德路65號11樓之2","1000000"," "," ","0910524","臺北市信義區國業里松德路６５號１１樓之２","610112,,,","26-MAR-26","","","","",""
"13122293","優勢國際聯運有限公司","臺北市中山區松江路146號10樓","7500000"," "," ","0910528","臺北市中山區中吉里松江路１４６號１０樓","523300,526000,781099,","26-MAR-26","","","","",""
"13123856","台富興業有限公司","臺北市中山區新生北路3段1號3樓之6","10000000"," "," ","0910603","臺北市中山區新福里新生北路３段１號３樓之６","681112,681111,669199,","26-MAR-26","","","","俏姑娘,LIVELY HAPPY GIRL,","2024-11-27"
"13124089","聯安救護車有限公司","臺北市大安區仁愛路4段63號4樓","6000000"," "," ","0910603","臺北市大安區仁愛里仁愛路４段６３號４樓","820999,,,","26-MAR-26","","","","",""
"13124975","崇碁科技股份有限公司","臺北市內湖區新湖一路151號2樓","500000000","165080000"," ","0910605","臺北市內湖區湖元里新湖一路１５１號２樓","464111,261300,292800,","26-MAR-26","","","","FLATEK,","2024-11-27"
"13126278","瑞馳國際運通股份有限公司","臺北市內湖區基湖路35巷51號2樓之1","7500000","7500000"," ","0910610","臺北市內湖區西湖里基湖路３５巷５１號２樓之１","523200,474999,523300,521000","26-MAR-26","","","","",""
"13127327","達邦多媒體股份有限公司","臺北市內湖區新湖三路168號3樓之2","1000000","1000000"," ","0910612","臺北市內湖區湖元里新湖三路１６８號３樓之２","731011,592011,,","26-MAR-26","","","","",""
"13127678","維京海事工程有限公司","臺北市北投區知行路286號2樓","1000000"," "," ","0910613","臺北市北投區關渡里知行路２８６號２樓","433212,434014,433117,254911","26-MAR-26","","","","",""
"13127993","永航聯運有限公司","臺北市信義區基隆路2段77號5樓之4","7500000"," "," ","0910613","臺北市信義區景聯里基隆路２段７７號５樓之４","523300,523200,,","26-MAR-26","","","","",""
"13128418","鐵山文件儲存服務股份有限公司","臺北市松山區民權東路3段142號9樓","110000000","110000000"," ","0910614","臺北市松山區民有里民權東路３段１４２號９樓","702099,456213,464499,","26-MAR-26","","","","",""
"13129090","皕茂有限公司","臺北市信義區光復南路495號4樓","6000000"," "," ","0910618","臺北市信義區中興里光復南路４９５號４樓","484315,484311,471999,","26-MAR-26","","","","",""
"13129319","廣承運通股份有限公司","臺北市中山區長春路378號3樓之1","23000000","23000000"," ","0910618","臺北市中山區復華里長春路３７８號３樓之１","523200,,,","26-MAR-26","","","","",""
"13130842","靖航運通有限公司","臺北市中正區杭州北路22號2樓之1","7500000"," "," ","0910621","臺北市中正區梅花里杭州北路２２號２樓之１","501011,523200,,","26-MAR-26","","","","",""
"13130934","韓中貨運有限公司","臺北市大同區鄭州路87號3樓","7500000"," "," ","0910624","臺北市大同區鄭州路８７號３樓","523300,523200,,","26-MAR-26","","","","",""
"13132335","佑福工程有限公司","臺北市士林區延平北路7段106巷148號1樓","1000000"," "," ","0910626","臺北市士林區延平北路７段１０６巷１４８號１樓","382200,711112,812100,","26-MAR-26","","","","",""
"13132503","華信國際運輸股份有限公司","臺北市大安區忠孝東路4段285號13樓","7500000","7500000"," ","0910626","臺北市大安區車層里忠孝東路４段２８５號１３樓","523300,451099,523200,","26-MAR-26","","","","WT EXPRESS CORP.,華信國際,","2024-11-27"
"13133290","浩銅汽車股份有限公司","臺北市萬華區西園路2段281巷28號","12000000","12000000"," ","0910628","臺北市萬華區錦德里西園路２段２８１巷２８號","484311,484314,484112,484315","26-MAR-26","","","","",""
"13133806","億鈺自動化工業有限公司","臺北市大同區重慶北路2段64巷32號1樓","6000000"," "," ","0910701","臺北市大同區朝陽里重慶北路２段６４巷３２號１樓","433212,433117,433113,","26-MAR-26","","","","",""
"13134050","宇翔航空貨運承攬有限公司","臺北市松山區南京東路5段123巷4弄7號1樓","5000000"," "," ","0910701","臺北市松山區東光里南京東路５段１２３巷４弄７號１樓","523300,451099,,","26-MAR-26","","","","",""
"13134755","東宜物流有限公司","臺北市萬華區環河南路3段333號1樓","1000000"," "," ","0910703","臺北市萬華區華中里環河南路３段３３３號１樓","494099,524999,,","26-MAR-26","","","","",""
"13136368","台灣新蛋股份有限公司","臺北市內湖區瑞光路513巷31號10樓","412000000","412000000"," ","0910708","臺北市內湖區港墘里瑞光路５１３巷３１號１０樓","487199,464111,,","26-MAR-26","","","","NEWEGG.COM,NEWEGG.COM.TW,NEW EGG,","2024-11-27"
"13137774","良基科技有限公司","臺北市士林區忠誠路2段106號2樓","40000000"," "," ","0910711","臺北市士林區天祿里忠誠路２段１０６號２樓","458399,464299,,","26-MAR-26","","","","",""
"13138632","華盛國際聯運有限公司","臺北市松山區復興北路181號8樓之1","15000000"," "," ","0910715","臺北市松山區松基里復興北路１８１號８樓之１","523200,,,","26-MAR-26","","","","INFINITY,","2024-11-27"
"13139479","誠祐國際運通股份有限公司","臺北市松山區南京東路5段343號9樓之1","7500000","7500000"," ","0910717","臺北市松山區安平里南京東路５段３４３號９樓之１","521000,523200,523300,","26-MAR-26","","","","",""
"13139908","美得股份有限公司","臺北市中山區林森北路646號","45000000","45000000"," ","0910718","臺北市中山區圓山里林森北路６４６號","482111,,,","26-MAR-26","","","","",""
"13141186","滙力通運有限公司","臺北市中山區松江路72號5樓","7500000"," "," ","0910722","臺北市中山區興亞里松江路７２號５樓","530100,523200,523300,524999","26-MAR-26","","","","",""
"13142495","鈺銓通運有限公司","臺北市中山區長春路172號8樓之9","50000000"," "," ","0900220","臺北市中山區中央里長春路１７２號８樓之９","493912,772999,465311,303099","26-MAR-26","","","","",""
