principal,date,law,name,id,lawcontent,docno,amt_dollartwd
王鼎昇,2020-09-08,職業安全衛生法第6條第1項,春城營造股份有限公司,720506580WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094791228號,30000
葉修銘,2020-09-09,職業安全衛生法第6條第1項,鼎順包裝事業有限公司,720586099WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094791300號,30000
連振東,2020-09-14,職業安全衛生法第6條第1項,力佑國際營造股份有限公司,720990380WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094791594號,40000
李杰修,2020-09-14,職業安全衛生法第37條第2項,麗池保全股份有限公司,720990381WZT,事業單位勞動場所發生職業災害，未於八小時內通報勞動檢查機構,新北府勞檢字第1094791606號,30000
巫俊良,2020-09-14,職業安全衛生法第6條第1項,旭悅鋼鐵有限公司,720990385WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094791942號,30000
巫俊良,2020-09-14,職業安全衛生法第37條第2項,旭悅鋼鐵有限公司,720990386WZT,事業單位勞動場所發生職業災害，未於八小時內通報勞動檢查機構,新北府勞檢字第1094791946號,30000
常娥,2020-09-17,職業安全衛生法第6條第1項,格新消防工程有限公司,721830888WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094792430號,30000
林伯峰,2020-09-17,職業安全衛生法第6條第1項,誼光保全股份有限公司,721830889WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094792331號,40000
林伯峰,2020-09-17,職業安全衛生法第6條第2項,誼光保全股份有限公司,721830890WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1094792434號,30000
林庭安,2020-09-17,職業安全衛生法第6條第1項,保技鋁業股份有限公司,721830896WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094792390號,30000
黃文福,2020-09-24,職業安全衛生法第6條第1項,昌隆營造股份有限公司,723816482WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094793585號,30000
王揚忠,2020-09-24,職業安全衛生法第27條第1項,建喬營造股份有限公司,723816487WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第1094793523號,30000
王怡雯,2020-09-25,職業安全衛生法第6條第1項,北大欣股份有限公司,724107800WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094793237號,30000
周聰明,2020-09-28,職業安全衛生法第6條第1項,鋐耀彩色鋼板有限公司,724978600WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094793796號,30000
洪清山,2020-09-28,職業安全衛生法第6條第1項,三錦機器股份有限公司,724978603WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094793782號,30000
丁文寧,2020-09-28,職業安全衛生法第6條第1項,銘晟營造有限公司,724978604WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094793883號,30000
,2020-09-28,職業安全衛生法第6條第1項,徐太郎,724978609WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094794146號,30000
潘國順,2020-09-28,職業安全衛生法第6條第1項,萬代福營造有限公司,724978610WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094793935號,30000
黃權茂,2020-09-29,職業安全衛生法第6條第1項,泰業企業有限公司,725204756WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094793847號,30000
黃權茂,2020-09-29,職業安全衛生法第37條第2項,泰業企業有限公司,725204757WZT,事業單位勞動場所發生職業災害，未於八小時內通報勞動檢查機構,新北府勞檢字第1094793846號,30000
,2020-09-29,職業安全衛生法第6條第1項,李銘哲(即正宏不銹鋼鋁門行),725204758WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094793556號,60000
,2020-09-29,職業安全衛生法第6條第1項,張俊德,725204759WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094793553號,60000
,2020-10-07,職業安全衛生法第6條第1項,黃建力(即協建28號漁船),727246615WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094794310號,30000
吳和惠,2020-10-12,職業安全衛生法第6條第1項,宏林營造廠股份有限公司,728537906WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094795226號,30000
,2020-10-12,職業安全衛生法第6條第1項,邱福生,728537907WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094795301號,30000
陳麒盛,2020-10-13,職業安全衛生法第6條第2項,國光汽車客運股份有限公司,728802528WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1094795328號,30000
,2020-10-16,職業安全衛生法第6條第1項,程平(即盛禹防水工程行),729624454WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094795864號,30000
蕭秀蓉,2020-07-14,職業安全衛生法第27條第1項,加興營造工程股份有限公司,705321790WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第1094783622號,30000
黃志豪,2020-10-19,職業安全衛生法第6條第1項,連順發有限公司,730430319WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094795418號,60000
魏聖峰,2020-10-19,職業安全衛生法第6條第1項,晉嘉塑膠實業有限公司,730430351WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094795540號,30000
楊哲宗,2020-10-19,職業安全衛生法第6條第1項,易森營造有限公司,730430352WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094795712號,30000
蘇麗紅,2020-10-20,職業安全衛生法第6條第1項,橫通企業有限公司,730700478WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094796216號,30000
楊文彬,2020-10-20,職業安全衛生法第32條第1項,京晨科技股份有限公司,730700479WZT,未對勞工應施以從事工作與預防災變所必要之安全衛生教育及訓練,新北府勞檢字第1094796275號,30000
,2020-10-20,職業安全衛生法第6條第1項,黃明通,730700480WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094796169號,60000
謝秉勳,2020-10-21,職業安全衛生法第6條第1項,昌峯興業有限公司,730979907WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094796012號,30000
潘淑貞,2020-10-22,職業安全衛生法第6條第1項,閎國工程有限公司,731262844WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094796008號,90000
黃釋鴻,2020-10-26,職業安全衛生法第6條第1項,慶笙企業有限公司,732379593WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094796863號,30000
梁江慧,2020-10-26,職業安全衛生法第6條第1項,泳臻實業有限公司,732379603WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094796859號,90000
陳逸杰,2020-10-28,職業安全衛生法第6條第1項,順億興股份有限公司,732953825WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797039號,30000
王盈量,2020-10-28,職業安全衛生法第6條第1項,億盛營造股份有限公司,732953826WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094796794號,30000
張金口,2020-10-29,職業安全衛生法第6條第1項,朝偉工程有限公司,733242746WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797151號,60000
,2020-10-29,職業安全衛生法第6條第1項,李千輝(即盈兆工程行),733242747WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797150號,10000
紀裕倉,2020-10-29,職業安全衛生法第6條第1項,山河電機廠股份有限公司,733242761WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797588號,30000
,2020-10-29,職業安全衛生法第6條第1項,林鎂惠,733242762WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797338號,40000
林嘉成,2020-10-29,職業安全衛生法第6條第1項,富聯瓦斯有限公司,733242763WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797306號,30000
林美雯,2020-10-30,職業安全衛生法第6條第1項,添雄捲門材料有限公司,733536490WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797481號,30000
陳佳成,2020-10-30,職業安全衛生法第6條第1項,連成展業有限公司,733536491WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797597號,30000
周義泓,2020-10-30,職業安全衛生法第6條第1項,貝克利有限公司,733536492WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797823號,30000
,2020-10-30,職業安全衛生法第6條第1項,褚光華(即兆豐雜糧行),733536493WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797694號,30000
章學芬,2020-10-30,職業安全衛生法第6條第1項,台灣順豐速運股份有限公司,733536494WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797566號,30000
程大維,2020-11-02,職業安全衛生法第6條第1項,新北市政府環境保護局,734386608WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094798038號,30000
許金財,2020-11-02,職業安全衛生法第6條第1項,鼎宸營造有限公司,734386610WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797821號,30000
陳月蕊,2020-11-02,職業安全衛生法第6條第1項,永上呈企業有限公司,734386611WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797967號,30000
,2020-11-02,職業安全衛生法第6條第1項,陳孝曦(即祐民醫院),734386612WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797403號,30000
游家禎,2020-11-02,職業安全衛生法第6條第1項,新隆儲運股份有限公司,734386613WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797577號,60000
鄭伊珊,2020-11-02,職業安全衛生法第37條第2項,宏遠國際餐飲股份有限公司,734386614WZT,事業單位勞動場所發生職業災害，未於八小時內通報勞動檢查機構,新北府勞檢字第1094797868號,30000
鄭伊珊,2020-11-02,職業安全衛生法第6條第1項,宏遠國際餐飲股份有限公司,734386615WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797869號,30000
鄭伊珊,2020-11-02,職業安全衛生法第23條第1項,宏遠國際餐飲股份有限公司,734386616WZT,未訂定職業安全衛生管理計畫，並設置安全衛生組織、人員，實施安全衛生管理及自動檢查,新北府勞檢字第1094797867號,30000
張崑裕,2020-11-02,職業安全衛生法第6條第1項,伍智金屬企業股份有限公司,734386619WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797406號,30000
鄧榮郎,2020-11-03,職業安全衛生法第6條第1項,日暘營造有限公司,734651179WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094797855號,40000
王人正,2020-11-05,職業安全衛生法第6條第1項,達欣工程股份有限公司,735199551WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094798419號,30000
邱敏錦,2020-11-05,職業安全衛生法第6條第1項,中佑營造工程股份有限公司,735199552WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094798264號,30000
DI Tiwald Wolfgang,2020-11-05,職業安全衛生法第6條第1項,哈伯西有限公司,735199563WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1094798147號,30000
