principal,date,law,name,id,lawcontent,docno,amt_dollartwd
 ,2013-12-31,勞動基準法第30條第5項,郭淑玲(即鼎天餐飲店),271852187WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第1023215553號,20000
 ,2013-08-07,勞動基準法第36條,譚湘蓉(即譚湘蓉記帳士事務所),271852191WZT,每七日中未有一日之休息作為例假,北府勞檢字第10232084831號,20000
 ,2013-09-11,勞動基準法第36條,嘉里大榮物流股份有限公司,271852219WZT,每七日中未有一日之休息作為例假,北府勞檢字第10232100771號,20000
 ,2013-10-04,勞動基準法第36條,閎暉實業股份有限公司,271852222WZT,每七日中未有一日之休息作為例假,北府勞檢字第10232113131號,20000
陳曼玲,2013-11-07,勞動基準法第36條,飛帆通運有限公司,271852226WZT,每七日中未有一日之休息作為例假,北府勞檢字第1023212890號,20000
鄭舒云,2013-11-15,勞動基準法第36條,正隆股份有限公司,271852228WZT,每七日中未有一日之休息作為例假,北府勞條字第10230768341號,20000
胡開昌,2013-11-18,勞動基準法第36條,北智捷汽車股份有限公司,271852229WZT,每七日中未有一日之休息作為例假,北府勞條字第10230474982號,20000
陳瑞堂,2013-12-17,勞動基準法第36條,統一速達股份有限公司,271852235WZT,每七日中未有一日之休息作為例假,北府勞條字第10232944891號,20000
 ,2013-12-18,勞動基準法第36條,蔡佳伶(即曉臨髮廊),271852236WZT,每七日中未有一日之休息作為例假,北府勞檢字第1023214746號,20000
岑德強,2013-12-31,勞動基準法第36條,勤力國際股份有限公司,271852237WZT,每七日中未有一日之休息作為例假,北府勞條字第1023340117號,50000
吳健行,2014-01-03,勞動基準法第36條,欣欣客運股份有限公司,271852240WZT,每七日中未有一日之休息作為例假,北府勞條字第1023398588號,80000
劉信宏,2013-11-20,勞動基準法第7條,紫羅軒婚紗攝影有限公司,271852262WZT,未依規定置備勞工名卡,北府勞條字第1023065831號,20000
 ,2013-09-10,勞動基準法第24條,宏佶人力資源管理有限公司,271852273WZT,延長工作時間未依規定加給工資,北府勞檢字第10232099251號,20000
 ,2013-08-13,勞動基準法第24條,大有限公司,271852277WZT,延長工作時間未依規定加給工資,北府勞檢字第1023208766號,20000
 ,2013-09-02,勞動基準法第24條,上毅國際企業有限公司,271852281WZT,延長工作時間未依規定加給工資,北府勞檢字第1023209720號,20000
 ,2013-08-23,勞動基準法第24條,王忠偉(即誠信聯合會計師事務所),271852293WZT,延長工作時間未依規定加給工資,北府勞檢字第1023209506號,20000
胡慧華,2013-07-22,勞動基準法第24條,美而美食品實業有限公司,271852295WZT,延長工作時間未依規定加給工資,北府勞條字第10222615001號,20000
 ,2013-08-23,勞動基準法第24條,李錦玫(即新北市私立愛丁堡幼兒園),271852296WZT,延長工作時間未依規定加給工資,北府勞檢字第1023209434號,20000
林清山,2013-06-21,勞動基準法第24條,麗鎮工業股份有限公司,271852379WZT,延長工作時間未依規定加給工資,北府勞條字第1022060284號,20000
 ,2013-08-22,勞動基準法第24條,黃協興(即中山聯合會計師事務所),271852393WZT,延長工作時間未依規定加給工資,北府勞檢字第1023209363號,20000
 ,2013-09-02,勞動基準法第24條,全國加油站股份有限公司,271852396WZT,延長工作時間未依規定加給工資,北府勞檢字第1023209797號,20000
 ,2013-09-02,勞動基準法第24條,山隆通運股份有限公司,271852397WZT,延長工作時間未依規定加給工資,北府勞檢字第1023209688號,20000
 ,2013-09-05,勞動基準法第24條,菁盛企業有限公司,271852398WZT,延長工作時間未依規定加給工資,北府勞檢字第1023209798號,20000
 ,2013-09-10,勞動基準法第24條,通盈通運股份有限公司,271852403WZT,延長工作時間未依規定加給工資,北府勞檢字第1023209930號,50000
 ,2013-09-16,勞動基準法第24條,徐淑芬(即喬治亞語文短期補習班),271852406WZT,延長工作時間未依規定加給工資,北府勞檢字第1023210411號,20000
 ,2013-10-08,勞動基準法第24條,萬國科技股份有限公司,271852426WZT,延長工作時間未依規定加給工資,北府勞檢字第1023211408號,20000
 ,2013-08-28,勞動基準法第24條,林英涵(即國興聯合記帳士事務所),271852430WZT,延長工作時間未依規定加給工資,北府勞檢字第1023209376號,20000
黃平璋,2013-10-09,勞動基準法第24條,千翔保全股份有限公司,271852431WZT,延長工作時間未依規定加給工資,北府勞條字第1022804252號,80000
張啟聖,2013-11-11,勞動基準法第24條,亞聯汽車客運股份有限公司,271852443WZT,延長工作時間未依規定加給工資,北府勞檢字第1023213209號,20000
胡開昌,2013-11-18,勞動基準法第24條,北智捷汽車股份有限公司,271852447WZT,延長工作時間未依規定加給工資,北府勞條字第1023047498號,50000
林志明,2013-11-19,勞動基準法第24條,國泰醫療財團法人國泰綜合醫院,271852450WZT,延長工作時間未依規定加給工資,北府勞條字第1023065837號,50000
蘇輝伸,2013-11-21,勞動基準法第24條,潮興工業股份有限公司,271852452WZT,延長工作時間未依規定加給工資,北府勞條字第1023105633號,20000
洪承宏,2013-11-22,勞動基準法第24條,詩德登開發有限公司,271852453WZT,延長工作時間未依規定加給工資,北府勞條字第1023109692號,20000
吳嘉昭,2013-11-28,勞動基準法第24條,南亞科技股份有限公司,271852458WZT,延長工作時間未依規定加給工資,北府勞條字第1023129801號,50000
吳罡,2013-12-02,勞動基準法第24條,福和客運股份有限公司,271852461WZT,延長工作時間未依規定加給工資,北府勞檢字第1023213724號,50000
管國霖,2013-12-06,勞動基準法第24條,花旗(台灣)商業銀行股份有限公司,271852463WZT,延長工作時間未依規定加給工資,北府勞檢字第1023214452號,20000
陳瑞鈴,2014-01-07,勞動基準法第24條,阿羅哈通運股份有限公司,271852476WZT,延長工作時間未依規定加給工資,北府勞檢字第1023215549號,20000
施婉菁,2013-11-05,勞動基準法第24條,宏普科技股份有限公司,271852480WZT,延長工作時間未依規定加給工資,北府勞條字第1023006073號,20000
黃炳彰,2013-12-30,勞動基準法第24條,成旅觀光股份有限公司,271852483WZT,延長工作時間未依規定加給工資,北府勞檢字第1023215200號,20000
 ,2013-12-10,勞動基準法第24條,劉俊昇(即精英國際文理語文電腦美術珠心算短期補習班),271852492WZT,延長工作時間未依規定加給工資,北府勞條字第1023227028號,50000
辜懷如,2013-07-25,勞動基準法第24條,雲朗觀光股份有限公司,271852559WZT,延長工作時間未依規定加給工資,北府勞條字第1022271970號,50000
郭美珠,2013-09-09,勞動基準法第24條,福容大飯店股份有限公司,271852571WZT,延長工作時間未依規定加給工資,北府勞條字第1022577711號,50000
李大明,2013-09-23,勞動基準法第24條,嘉賀保全股份有限公司,271852574WZT,延長工作時間未依規定加給工資,北府勞條字第10226686601號,20000
 ,2013-09-17,勞動基準法第24條,黃子齊(即尚品屋日式涮涮鍋屋),271852596WZT,延長工作時間未依規定加給工資,北府勞檢字第1023210736號,20000
 ,2013-09-10,勞動基準法第30條第5項,心安新企業管理顧問有限公司,271852599WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第1023209929號,20000
 ,2013-08-01,勞動基準法第30條第5項,陳美鈴(即全成會計事務所),271852601WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第1023208427號,20000
 ,2013-08-08,勞動基準法第30條第5項,新航通運有限公司,271852604WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第1023208772號,20000
 ,2013-08-08,勞動基準法第30條第5項,許金蘭(即永昇記帳及報稅代理業務人事務所),271852605WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第1023208815號,20000
 ,2013-07-04,勞動基準法第30條第5項,輔大保全股份有限公司,271852619WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第10232070181號,20000
 ,2013-08-23,勞動基準法第30條第5項,連雅萍(即新北市私立連馨老人長期照顧中心養護型),271852624WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第1023209508號,20000
 ,2013-10-22,勞動基準法第30條第5項,圓剛科技股份有限公司,271852663WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第1023212268號,20000
 ,2013-07-25,勞動基準法第30條第5項,張育婷(即新北市私立鶯歌芝麻村幼兒園),271852673WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第1023207961號,20000
 ,2013-08-30,勞動基準法第30條第5項,祥億汽車貨運股份有限公司,271852679WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第1023209687號,20000
 ,2013-09-06,勞動基準法第30條第5項,亂剪國際股份有限公司,271852680WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第1023209881號,20000
 ,2013-09-10,勞動基準法第30條第5項,浚庭國際有限公司,271852684WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第1023209926號,20000
 ,2013-09-11,勞動基準法第30條第5項,嘉里大榮物流股份有限公司,271852685WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第1023210077號,50000
 ,2013-09-12,勞動基準法第30條第5項,黃勝楷(即宏憲企業社),271852687WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第1023210499號,20000
 ,2013-09-23,勞動基準法第30條第5項,渥特人力資源顧問股份有限公司,271852692WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第10232106921號,20000
 ,2013-09-11,勞動基準法第30條第5項,台灣三洋電機股份有限公司,271852696WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第1023210079號,20000
施婉菁,2013-11-05,勞動基準法第30條第5項,宏普科技股份有限公司,271852716WZT,未依規定置備勞工出勤紀錄表,北府勞條字第10230060731號,20000
劉信宏,2013-11-20,勞動基準法第30條第5項,紫羅軒婚紗攝影有限公司,271852725WZT,未依規定置備勞工出勤紀錄表,北府勞條字第10230658312號,20000
黃致學,2013-12-03,勞動基準法第30條第5項,轟動租車股份有限公司,271852729WZT,未依規定置備勞工出勤紀錄表,北府勞條字第10231782371號,20000
管國霖,2013-12-06,勞動基準法第30條第5項,花旗(台灣)商業銀行股份有限公司,271852731WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第10232144521號,50000
 ,2013-05-24,勞動基準法第32條第2項,台達保全股份有限公司,271852732WZT,延長工作時間超過法令規定,北府勞檢字第1023205296號,20000
鄭美雲,2014-01-03,勞動基準法第30條第5項,祥泰保全股份有限公司,271852742WZT,未依規定置備勞工出勤紀錄表,北府勞條字第1023340084號,50000
張炳棋,2014-01-08,勞動基準法第30條第5項,肯特商務飯店股份有限公司,271852744WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第1023215073號,20000
謝光照,2013-09-13,勞動基準法第30條第5項,運嘉工程有限公司,271852752WZT,未依規定置備勞工出勤紀錄表,北府勞檢字第10232105111號,20000
李大明,2013-09-23,勞動基準法第22條第2項,嘉賀保全股份有限公司,271852865WZT,工資未全額直接給付勞工,北府勞條字第1022668660號,20000
黃致學,2013-12-03,勞動基準法第22條第2項,轟動租車股份有限公司,271852887WZT,工資未全額直接給付勞工,北府勞條字第1023178237號,20000
謝光照,2013-09-13,勞動基準法第22條第2項,運嘉工程有限公司,271852907WZT,工資未全額直接給付勞工,北府勞檢字第1023210511號,20000
胡慧華,2013-07-22,勞動基準法第22條第2項,美而美食品實業有限公司,271852925WZT,工資未全額直接給付勞工,北府勞條字第1022261500號,20000
 ,2013-08-28,勞動基準法第32條第2項,林英涵(即國興聯合記帳士事務所),271852956WZT,延長工作時間超過法令規定,北府勞檢字第10232093761號,20000
施婉菁,2013-11-05,勞動基準法第32條第2項,宏普科技股份有限公司,271852957WZT,延長工作時間超過法令規定,北府勞條字第10230060732號,20000
 ,2013-07-31,勞動基準法第32條第2項,李如山(即敬興聯合會計師事務所),271852961WZT,延長工作時間超過法令規定,北府勞檢字第1023208209號,20000
 ,2013-06-07,勞動基準法第32條第2項,合興電線電纜股份有限公司,271852964WZT,延長工作時間超過法令規定,北府勞檢字第1023205876號,20000
 ,2013-08-07,勞動基準法第32條第2項,譚湘蓉(即譚湘蓉記帳士事務所),271852967WZT,延長工作時間超過法令規定,北府勞檢字第1023208483號,20000
 ,2013-08-20,勞動基準法第32條第2項,統一速達股份有限公司,271853034WZT,延長工作時間超過法令規定,北府勞檢字第1023209424號,20000
 ,2013-08-22,勞動基準法第32條第2項,黃協興(即中山聯合會計師事務所),271853035WZT,延長工作時間超過法令規定,北府勞檢字第10232093631號,20000
 ,2013-09-05,勞動基準法第32條第2項,菁盛企業有限公司,271853037WZT,延長工作時間超過法令規定,北府勞檢字第10232097981號,20000
 ,2013-09-05,勞動基準法第32條第2項,雲朗觀光股份有限公司,271853038WZT,延長工作時間超過法令規定,北府勞檢字第1023209927號,20000
 ,2013-09-05,勞動基準法第32條第2項,統一精工股份有限公司,271853040WZT,延長工作時間超過法令規定,北府勞檢字第1023209799號,20000
 ,2013-09-09,勞動基準法第32條第2項,薇庭企業股份有限公司,271853044WZT,延長工作時間超過法令規定,北府勞檢字第1023209928號,20000
 ,2013-09-10,勞動基準法第32條第2項,亨台有限公司,271853045WZT,延長工作時間超過法令規定,北府勞檢字第1023209931號,20000
李大明,2013-09-23,勞動基準法第32條第2項,嘉賀保全股份有限公司,271853048WZT,延長工作時間超過法令規定,北府勞條字第10226686602號,50000
 ,2013-09-23,勞動基準法第32條第2項,渥特人力資源顧問股份有限公司,271853049WZT,延長工作時間超過法令規定,北府勞檢字第1023210692號,20000
 ,2013-09-27,勞動基準法第32條第2項,北基國際股份有限公司,271853052WZT,延長工作時間超過法令規定,北府勞檢字第10232110971號,20000
 ,2013-10-02,勞動基準法第32條第2項,陳建佑(即翔鑫商行),271853055WZT,延長工作時間超過法令規定,北府勞檢字第10232112621號,20000
 ,2013-10-04,勞動基準法第32條第2項,閎暉實業股份有限公司,271853056WZT,延長工作時間超過法令規定,北府勞檢字第1023211313號,20000
 ,2013-10-14,勞動基準法第32條第2項,恒通股份有限公司,271853059WZT,延長工作時間超過法令規定,北府勞檢字第1023211733號,50000
陳國章,2013-10-31,勞動基準法第32條第2項,華電聯網股份有限公司,271853064WZT,延長工作時間超過法令規定,北府勞檢字第1023212594號,20000
劉鈞,2013-11-04,勞動基準法第32條第2項,凌華科技股份有限公司,271853066WZT,延長工作時間超過法令規定,北府勞條字第1022982068號,80000
游孟輝,2013-11-01,勞動基準法第32條第2項,大有巴士股份有限公司,271853067WZT,延長工作時間超過法令規定,北府勞檢字第1023212871號,300000
張啟聖,2013-11-11,勞動基準法第32條第2項,亞聯汽車客運股份有限公司,271853071WZT,延長工作時間超過法令規定,北府勞檢字第10232132091號,20000
呂奇峯,2013-11-14,勞動基準法第32條第2項,統聯汽車客運股份有限公司,271853072WZT,延長工作時間超過法令規定,北府勞檢字第1023213497號,300000
陳浴生,2013-11-14,勞動基準法第32條第2項,國光汽車客運股份有限公司,271853073WZT,延長工作時間超過法令規定,北府勞檢字第1023213477號,300000
鄭舒云,2013-11-15,勞動基準法第32條第2項,正隆股份有限公司,271853074WZT,延長工作時間超過法令規定,北府勞條字第1023076834號,50000
蘇輝伸,2013-11-21,勞動基準法第32條第2項,潮興工業股份有限公司,271853077WZT,延長工作時間超過法令規定,北府勞條字第10231056331號,20000
吳嘉昭,2013-11-28,勞動基準法第32條第2項,南亞科技股份有限公司,271853079WZT,延長工作時間超過法令規定,北府勞條字第10231298011號,20000
桑毅恩,2013-11-28,勞動基準法第32條第2項,星期五股份有限公司,271853080WZT,延長工作時間超過法令規定,北府勞檢字第1023213827號,20000
吳罡,2013-12-02,勞動基準法第32條第2項,福和客運股份有限公司,271853084WZT,延長工作時間超過法令規定,北府勞檢字第10232137241號,150000
平出莊司,2013-12-16,勞動基準法第32條第2項,乾杯股份有限公司,271853088WZT,延長工作時間超過法令規定,北府勞檢字第10232145981號,20000
陳瑞堂,2013-12-17,勞動基準法第32條第2項,統一速達股份有限公司,271853089WZT,延長工作時間超過法令規定,北府勞條字第1023294489號,50000
王堅倉,2013-12-24,勞動基準法第32條第2項,佰龍機械廠股份有限公司,271853093WZT,延長工作時間超過法令規定,北府勞檢字第1023215032號,20000
盧鴻恩,2013-12-30,勞動基準法第32條第2項,臺灣湯淺電池股份有限公司,271853094WZT,延長工作時間超過法令規定,北府勞條字第1023340073號,80000
陳旭東,2013-12-31,勞動基準法第32條第2項,相互股份有限公司,271853097WZT,延長工作時間超過法令規定,北府勞條字第1023340132號,50000
胡慧華,2013-07-22,勞動基準法第32條第2項,美而美食品實業有限公司,271853138WZT,延長工作時間超過法令規定,北府勞條字第10222615002號,20000
胡開昌,2013-11-18,勞動基準法第32條第2項,北智捷汽車股份有限公司,271853156WZT,延長工作時間超過法令規定,北府勞條字第10230474981號,50000
劉信宏,2013-11-20,勞動基準法第23條第1項,紫羅軒婚紗攝影有限公司,271853246WZT,未提供勞工工資各項目計算方式明細,北府勞條字第10230658311號,20000
胡慧華,2013-07-22,勞動基準法第39條,美而美食品實業有限公司,271853276WZT,假日工資未給或於休假日工作未依規定加給工資,北府勞條字第10222615003號,20000
林清山,2013-06-21,勞動基準法第39條,麗鎮工業股份有限公司,271853324WZT,假日工資未給或於休假日工作未依規定加給工資,北府勞條字第10220602842號,20000
 ,2013-09-11,勞動基準法第39條,嘉里大榮物流股份有限公司,271853341WZT,假日工資未給或於休假日工作未依規定加給工資,北府勞檢字第10232100772號,20000
李大明,2013-09-23,勞動基準法第39條,嘉賀保全股份有限公司,271853342WZT,假日工資未給或於休假日工作未依規定加給工資,北府勞條字第10226686603號,20000
張啟聖,2013-11-11,勞動基準法第39條,亞聯汽車客運股份有限公司,271853350WZT,假日工資未給或於休假日工作未依規定加給工資,北府勞檢字第10232132092號,20000
蘇輝伸,2013-11-21,勞動基準法第39條,潮興工業股份有限公司,271853351WZT,假日工資未給或於休假日工作未依規定加給工資,北府勞條字第10231056333號,20000
洪承宏,2013-11-22,勞動基準法第39條,詩德登開發有限公司,271853352WZT,假日工資未給或於休假日工作未依規定加給工資,北府勞條字第10231096922號,20000
東和男,2013-12-20,勞動基準法第39條,雲雀國際股份有限公司,271853356WZT,假日工資未給或於休假日工作未依規定加給工資,北府勞檢字第1023215085號,20000
林文彬,2013-07-26,勞動基準法第39條,三豐壓送股份有限公司,271853397WZT,假日工資未給或於休假日工作未依規定加給工資,北府勞條字第10223080902號,20000
 ,2013-08-23,勞動基準法第21條第1項,盧嘉富(即新北市私立新陽光老人長期照顧中心),271853419WZT,未達法定基本工資標準,北府勞檢字第1023209444號,20000
 ,2013-06-25,勞動基準法第21條第1項,大昆保全股份有限公司,271853420WZT,未達法定基本工資標準,北府勞檢字第1023206543號,20000
 ,2013-07-04,勞動基準法第21條第1項,輔大保全股份有限公司,271853422WZT,未達法定基本工資標準,北府勞檢字第1023207018號,20000
 ,2013-07-25,勞動基準法第21條第1項,蔡繼志(即新北市私立吉而堡幼兒園),271853437WZT,未達法定基本工資標準,北府勞檢字第1023207940號,20000
蘇輝伸,2013-11-21,勞動基準法第37條,潮興工業股份有限公司,271853507WZT,依規定應放假之日未予休假,北府勞條字第10231056332號,20000
洪承宏,2013-11-22,勞動基準法第37條,詩德登開發有限公司,271853510WZT,依規定應放假之日未予休假,北府勞條字第10231096921號,20000
黃致學,2013-12-03,勞動基準法第37條,轟動租車股份有限公司,271853512WZT,依規定應放假之日未予休假,北府勞條字第10231782372號,20000
鄭美雲,2014-01-03,勞動基準法第37條,祥泰保全股份有限公司,271853518WZT,依規定應放假之日未予休假,北府勞條字第10233400841號,20000
林清山,2013-06-21,勞動基準法第37條,麗鎮工業股份有限公司,271853524WZT,依規定應放假之日未予休假,北府勞條字第10220602841號,20000
林文彬,2013-07-26,勞動基準法第37條,三豐壓送股份有限公司,271853540WZT,依規定應放假之日未予休假,北府勞條字第10223080901號,20000
洪承泓,2013-11-22,勞動基準法第70條第1項,詩德登開發有限公司,271853560WZT,工作規則未依規定報備並公告揭示,北府勞條字第10231096923號,20000
鄭得興,2014-01-06,勞動基準法第37條,統皓食品股份有限公司,271853576WZT,依規定應放假之日未予休假,北府勞檢字第1023215576號,20000
林文彬,2013-07-26,勞動基準法第32條第1項,三豐壓送股份有限公司,271853581WZT,延長工作時間不符法定要件,北府勞條字第1022308090號,20000
胡達勇,2014-08-14,勞動基準法第36條,五花馬國際行銷股份有限公司,271854240WZT,每七日中未有一日之休息作為例假,北府勞檢字第1033060904號,20000
朱秉志,2014-03-31,勞動基準法第36條,惠康百貨股份有限公司,271854241WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330535783號,20000
鄭秀騰,2014-01-27,勞動基準法第36條,興政龍交通事業有限公司,271854242WZT,每七日中未有一日之休息作為例假,北府勞檢字第1033050909號,20000
陳穗榮,2014-03-03,勞動基準法第36條,向一股份有限公司,271854244WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330520991號,20000
郭瑞復,2014-03-10,勞動基準法第36條,恆信塑膠廠股份有限公司,271854245WZT,每七日中未有一日之休息作為例假,北府勞條字第10303627052號,20000
連清河,2014-03-12,勞動基準法第36條,翔國科技有限公司,271854246WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330526741號,20000
楊世宏,2014-03-25,勞動基準法第36條,正誠工業有限公司,271854250WZT,每七日中未有一日之休息作為例假,北府勞條字第10305025081號,20000
蔡昆陵,2014-04-14,勞動基準法第36條,衣著品味國際精品有限公司,271854253WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330542791號,20000
林志聰,2014-04-11,勞動基準法第36條,昱品食品有限公司,271854254WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330543391號,20000
施昆志,2014-04-15,勞動基準法第36條,立傑清潔設備股份有限公司,271854255WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330543572號,20000
 ,2014-04-21,勞動基準法第36條,于吉徵(即仁愛醫院),271854257WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330545372號,20000
陳瑞堂,2014-04-28,勞動基準法第36條,統一速達股份有限公司,271854259WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330551371號,20000
呂奇龍,2014-04-28,勞動基準法第36條,新北汽車客運股份有限公司,271854260WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330551341號,20000
陳國雄,2014-11-04,勞動基準法第36條,得立食品股份有限公司,271854262WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330651271號,20000
沈瑛,2014-05-05,勞動基準法第36條,皇翔保全股份有限公司,271854263WZT,每七日中未有一日之休息作為例假,北府勞條字第10307660512號,20000
葉雲楷,2014-05-05,勞動基準法第36條,萬盛實業股份有限公司,271854264WZT,每七日中未有一日之休息作為例假,北府勞條字第1030793568號,50000
吳健行,2014-05-08,勞動基準法第36條,欣欣客運股份有限公司,271854265WZT,每七日中未有一日之休息作為例假,北府勞條字第1030787973號,150000
葉瀛賓,2014-12-08,勞動基準法第36條,財團法人伊甸社會福利基金會,271854270WZT,每七日中未有一日之休息作為例假,北府勞檢字第1033067082號,20000
陳浴生,2014-06-06,勞動基準法第36條,國光汽車客運股份有限公司,271854271WZT,每七日中未有一日之休息作為例假,北府勞檢字第1033057203號,50000
 ,2014-06-10,勞動基準法第36條,張澍平(即同仁醫院),271854274WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330573251號,20000
傅清權,2014-07-04,勞動基準法第36條,嘉北國際股份有限公司,271854275WZT,每七日中未有一日之休息作為例假,北府勞條字第10311998461號,20000
陳勇志,2014-07-15,勞動基準法第36條,慶豐保全股份有限公司,271854277WZT,每七日中未有一日之休息作為例假,北府勞檢字第1033059397號,20000
蕭德銘,2014-07-24,勞動基準法第36條,泰翔保全股份有限公司,271854279WZT,每七日中未有一日之休息作為例假,北府勞檢字第1033059831號,20000
 ,2014-08-01,勞動基準法第36條,洪柏舟(即洪瑞珍食品行),271854280WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330601852號,20000
李玉鼎,2014-08-11,勞動基準法第36條,伯朗咖啡股份有限公司,271854282WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330605792號,20000
莊子慧,2014-04-25,勞動基準法第36條,怡盛保全股份有限公司,271854284WZT,每七日中未有一日之休息作為例假,北府勞條字第10307413911號,50000
余俊彥,2014-08-25,勞動基準法第36條,中鼎工程股份有限公司,271854285WZT,每七日中未有一日之休息作為例假,北府勞條字第10315577072號,20000
謝忠達,2014-08-25,勞動基準法第36條,秉翰食品股份有限公司,271854286WZT,每七日中未有一日之休息作為例假,北府勞檢字第1033061440號,20000
東和男,2014-08-27,勞動基準法第36條,雲雀國際股份有限公司,271854287WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330615762號,20000
吳承勳,2014-09-04,勞動基準法第36條,匯豐保全股份有限公司,271854289WZT,每七日中未有一日之休息作為例假,北府勞條字第10316177842號,20000
詹素娟,2014-09-03,勞動基準法第36條,忠友有限公司,271854290WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330619431號,20000
高嘉禮,2014-09-04,勞動基準法第36條,台灣阿迪達斯股份有限公司,271854291WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330621052號,20000
岑德強,2014-09-09,勞動基準法第36條,勤力國際股份有限公司,271854292WZT,每七日中未有一日之休息作為例假,北府勞條字第1031693789號,80000
顧祥,2014-09-15,勞動基準法第36條,喜相逢餐廳股份有限公司,271854293WZT,每七日中未有一日之休息作為例假,北府勞檢字第1033062345號,20000
張育榮,2014-09-18,勞動基準法第36條,吉田餐廳股份有限公司,271854295WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330626771號,20000
郭美珠,2014-09-22,勞動基準法第36條,福容大飯店股份有限公司,271854296WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330629071號,20000
邱義榮,2014-09-29,勞動基準法第36條,邱氏鼎食品企業股份有限公司,271854298WZT,每七日中未有一日之休息作為例假,北府勞檢字第1033063409號,20000
王炳南,2014-04-09,勞動基準法第36條,喜寶食品生技股份有限公司,271854299WZT,每七日中未有一日之休息作為例假,北府勞條字第10306031631號,50000
 ,2014-09-30,勞動基準法第36條,林英哲 (即新北市私立慈恩老人長期照顧中心(養護型)),271854300WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330631781號,20000
陳美鸞,2014-10-01,勞動基準法第36條,誠信洗染材料有限公司,271854301WZT,每七日中未有一日之休息作為例假,北府勞條字第10318524522號,20000
陳美鸞,2014-10-01,勞動基準法第36條,興霖事業有限公司,271854302WZT,每七日中未有一日之休息作為例假,北府勞條字第10318519192號,20000
吳金永,2014-10-01,勞動基準法第36條,上喜好料理精緻餐廳有限公司,271854303WZT,每七日中未有一日之休息作為例假,北府勞檢字第1033063293號,20000
藍杏伶,2014-10-03,勞動基準法第36條,奇樂多歡樂天地有限公司,271854305WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330634431號,20000
溫村琳,2014-10-08,勞動基準法第36條,狀元樓食品有限公司,271854306WZT,每七日中未有一日之休息作為例假,北府勞檢字第1033063822號,20000
王振昌,2014-10-14,勞動基準法第36條,超比食品企業股份有限公司,271854307WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330639912號,20000
陳浴生,2014-10-21,勞動基準法第36條,國光汽車客運股份有限公司,271854309WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330645581號,300000
呂奇龍,2014-10-21,勞動基準法第36條,新北汽車客運股份有限公司,271854310WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330645941號,50000
 ,2014-10-30,勞動基準法第36條,黃天佑(即黃長興號),271854312WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330648742號,20000
莊益民,2014-11-06,勞動基準法第36條,振頤軒食品企業有限公司,271854318WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330653172號,20000
陳志哲,2014-11-24,勞動基準法第36條,台北港貨櫃碼頭股份有限公司,271854321WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330661491號,20000
周怡珊,2014-11-27,勞動基準法第36條,蜜而可藝術蛋糕有限公司,271854323WZT,每七日中未有一日之休息作為例假,北府勞檢字第1033066257號,20000
黃秋燕,2014-12-03,勞動基準法第36條,威源實業有限公司,271854324WZT,每七日中未有一日之休息作為例假,北府勞檢字第10330668141號,20000
