principal,date,law,name,id,lawcontent,docno,amt_dollartwd
 ,2020-11-26,勞動基準法第35條,林孟靜(即私立健生護理之家),742649110WZT,繼續工作四小時未有三十分鐘休息,新北府勞檢字第10948003023號,20000
周俊男,2020-11-25,勞動基準法第22條第2項,鈞翔工業股份有限公司,742649116WZT,工資未全額直接給付勞工,新北府勞檢字第1094800303號,20000
楊淑貞,2020-11-25,勞動基準法第38條第5項,金三峽食品企業股份有限公司,742649117WZT,未將特別休假天數及未休之日數發給工資記載於勞工工資清冊,新北府勞檢字第1094800097號,20000
吳成娥,2020-11-25,勞動基準法第21條第1項,杏發紙業股份有限公司,742649118WZT,未達法定基本工資標準,新北府勞檢字第1094800208號,20000
吳成娥,2020-11-25,勞動基準法第22條第2項,杏發紙業股份有限公司,742649119WZT,工資未全額直接給付勞工,新北府勞檢字第10948002081號,20000
吳成娥,2020-11-25,勞動基準法第24條,杏發紙業股份有限公司,742649120WZT,延長工作時間未依規定加給工資,新北府勞檢字第10948002082號,20000
馬志臣,2020-11-26,勞動基準法第24條,幸福公寓大廈管理維護股份有限公司,742649124WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094800357號,40000
馬志臣,2020-11-26,勞動基準法第36條第1項,幸福公寓大廈管理維護股份有限公司,742649125WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10948003571號,20000
 ,2020-11-26,勞動基準法第24條,江苡榛(即苡榛商行),742649126WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094800441號,10000
 ,2020-11-26,勞動基準法第39條,江苡榛(即苡榛商行),742649127WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第10948004411號,10000
坂本竜一,2020-11-26,勞動基準法第24條,日商自由股份有限公司,742649128WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094800781號,20000
坂本竜一,2020-11-26,勞動基準法第36條第1項,日商自由股份有限公司,742649129WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10948007811號,20000
 ,2020-11-26,勞動基準法第24條,邱良益(即布朗嘞義大利麵館),742649130WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094800783號,10000
 ,2020-11-26,勞動基準法第22條第2項,張志清(即網方資訊企業社),742649131WZT,工資未全額直接給付勞工,新北府勞檢字第1094801023號,10000
 ,2020-11-26,勞動基準法第24條,張志清(即網方資訊企業社),742649132WZT,延長工作時間未依規定加給工資,新北府勞檢字第10948010231號,10000
周信福,2020-11-26,勞動基準法第35條,國際維和保全股份有限公司,742649133WZT,繼續工作四小時未有三十分鐘休息,新北府勞檢字第1094800442號,20000
陳鈞輝,2020-11-27,勞動基準法第30條第6項,伊斯漫企業有限公司,742649136WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094801129號,20000
陳鈞輝,2020-11-27,勞動基準法第38條第4項,伊斯漫企業有限公司,742649137WZT,勞工之特別休假，因年度終結或契約終止而未休之日數，雇主應發給工資,新北府勞檢字第10948011291號,20000
陳鈞輝,2020-11-27,勞動基準法第39條,伊斯漫企業有限公司,742649138WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第10948011292號,20000
彭杰,2020-11-27,勞動基準法第24條,駿彪通運有限公司,742649139WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094800994號,20000
彭杰,2020-11-27,勞動基準法第32條第2項,駿彪通運有限公司,742649140WZT,延長工作時間超過法令規定,新北府勞檢字第10948009941號,20000
彭杰,2020-11-27,勞動基準法第36條第1項,駿彪通運有限公司,742649141WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10948009942號,40000
馮思民,2020-11-30,勞動基準法第30條第6項,賀琪股份有限公司,742649143WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094800698號,20000
賀志偉,2020-11-30,勞動基準法第24條,金賀實業股份有限公司,742649144WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094801140號,20000
陳鴻樑,2020-11-30,勞動基準法第36條第1項,良師塾餐飲有限公司,742649145WZT,每七日中未有一日之休息作為例假,新北府勞檢字第1094801233號,20000
陳鴻樑,2020-11-30,勞動基準法第38條,良師塾餐飲有限公司,742649146WZT,未依規定給予特別休假,新北府勞檢字第10948012331號,20000
周清圳,2020-11-30,勞動基準法第24條,鈞永科技股份有限公司,742649147WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094801063號,40000
周清圳,2020-11-30,勞動基準法第32條第2項,鈞永科技股份有限公司,742649148WZT,延長工作時間超過法令規定,新北府勞檢字第10948010631號,80000
周清圳,2020-11-30,勞動基準法第36條第1項,鈞永科技股份有限公司,742649149WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10948010632號,80000
陳宗仁,2020-12-01,勞動基準法第24條,賓航賓士汽車股份有限公司,742649150WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094801303號,100000
陳宗仁,2020-12-01,勞動基準法第36條第1項,賓航賓士汽車股份有限公司,742649151WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10948013031號,80000
陳宗仁,2020-12-01,勞動基準法第39條,賓航賓士汽車股份有限公司,742649152WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第10948013032號,40000
李嘉純,2020-12-01,勞動基準法第24條,福展國際興業有限公司,742649153WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094801211號,80000
李嘉純,2020-12-01,勞動基準法第38條第1項及第4項,福展國際興業有限公司,742649154WZT,未依規定給予特別休假,新北府勞檢字第10948012111號,20000
 ,2020-12-01,勞動基準法第36條,張雅玲(即津順商行),742649157WZT,每七日中未有一日之休息作為例假,新北府勞檢字第1094801277號,10000
陳翔玢,2020-12-01,勞動基準法第22條第2項,三商食品股份有限公司,742987995WZT,工資未全額直接給付勞工,新北府勞檢字第1094800774號,40000
陳翔玢,2020-12-01,勞動基準法第24條,三商食品股份有限公司,742987996WZT,延長工作時間未依規定加給工資,新北府勞檢字第10948007741號,120000
陳豪耀,2020-12-01,勞動基準法第24條,喬道元國際有限公司,742987997WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094800968號,20000
陳豪耀,2020-12-01,勞動基準法第30條第6項,喬道元國際有限公司,742987998WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第10948009681號,20000
陳豪耀,2020-12-01,勞動基準法第36條第1項,喬道元國際有限公司,742987999WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10948009682號,20000
陳豪耀,2020-12-01,勞動基準法第39條,喬道元國際有限公司,742988000WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第10948009683號,20000
蔡宜潔,2020-12-01,勞動基準法第24條,我的家公寓大廈管理委員會,742988001WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094801188號,20000
蔡宜潔,2020-12-01,勞動基準法第32條第2項,我的家公寓大廈管理委員會,742988002WZT,延長工作時間超過法令規定,新北府勞檢字第10948011881號,20000
蔡宜潔,2020-12-01,勞動基準法第38條第1項及第4項,我的家公寓大廈管理委員會,742988003WZT,未依規定給予特別休假,新北府勞檢字第10948011882號,20000
林寶珠,2020-12-01,勞動基準法第23條第1項,淘鮮社企業有限公司,742988004WZT,未提供勞工工資各項目計算方式明細,新北府勞檢字第1094801335號,20000
林寶珠,2020-12-01,勞動基準法第24條,淘鮮社企業有限公司,742988005WZT,延長工作時間未依規定加給工資,新北府勞檢字第10948013351號,20000
林寶珠,2020-12-01,勞動基準法第39條,淘鮮社企業有限公司,742988006WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第10948013352號,20000
沈財福,2020-12-02,勞動基準法第24條,新加坡商傲勝全球股份有限公司,742988008WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094801237號,40000
沈財福,2020-12-02,勞動基準法第32條第2項,新加坡商傲勝全球股份有限公司,742988009WZT,延長工作時間超過法令規定,新北府勞檢字第10948012371號,40000
巴仕凱,2020-12-02,勞動基準法第32條第2項,香港商立德國際商品試驗有限公司,743250053WZT,延長工作時間超過法令規定,新北府勞檢字第1094801365號,80000
謝明泉,2020-12-02,勞動基準法第32條第2項,昕航企業有限公司,743250054WZT,延長工作時間超過法令規定,新北府勞檢字第1094801468號,20000
楊肇周,2020-12-02,勞動基準法第24條,信馨股份有限公司,743250055WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094801064號,20000
楊肇周,2020-12-02,勞動基準法第32條第2項,信馨股份有限公司,743250056WZT,延長工作時間超過法令規定,新北府勞檢字第10948010641號,20000
陳美玉,2020-12-03,勞動基準法第30條第6項,華亞客戶資訊管理顧問股份有限公司,743517117WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094801212號,10000
林大富,2020-12-03,勞動基準法第23條第1項,家好清潔有限公司,743517118WZT,未提供勞工工資各項目計算方式明細,新北府勞檢字第1094801571號,20000
 ,2020-12-03,勞動基準法第30條第6項,黃惠桑(即鼎翰企業社),743517119WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094801841號,20000
林華壕,2020-12-03,勞動基準法第30條第6項,居樂不動產有限公司,743517121WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094801589號,20000
 ,2020-12-03,勞動基準法第24條,趙舒羚(即欣羋商行),743517124WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094801214號,20000
稻豊彦,2020-12-03,勞動基準法第32條第2項,華熊營造股份有限公司,743517126WZT,延長工作時間超過法令規定,新北府勞檢字第1094801736號,20000
李柳吟,2020-12-03,勞動基準法第23條第1項,柳吟文教事業有限公司,743517128WZT,未提供勞工工資各項目計算方式明細,新北府勞檢字第1094801215號,20000
李柳吟,2020-12-03,勞動基準法第30條第6項,柳吟文教事業有限公司,743517129WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第10948012151號,20000
 ,2020-12-04,勞動基準法第30條第6項,鍾緗庭(即順丞茶行),743517130WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094801756號,20000
 ,2020-12-04,勞動基準法第24條,卓立邦(即北大診所),743517131WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094801539號,10000
林長槐,2020-11-19,勞動基準法第38條第1項及第4項,亞世企業工程有限公司,743933961WZT,未依規定給予特別休假,新北府勞檢字第1094800088號,20000
傅敏鳳,2020-11-19,勞動基準法第30條第6項,卓和企業股份有限公司,743933962WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094800087號,20000
孟憲鎧,2020-11-19,勞動基準法第21條第1項,膳安國際股份有限公司,743933963WZT,未達法定基本工資標準,新北府勞檢字第1094799712號,20000
孟憲鎧,2020-11-19,勞動基準法第24條,膳安國際股份有限公司,743933964WZT,延長工作時間未依規定加給工資,新北府勞檢字第10947997121號,20000
孟憲鎧,2020-11-19,勞動基準法第32條第2項,膳安國際股份有限公司,743933966WZT,延長工作時間超過法令規定,新北府勞檢字第10947997122號,20000
孟憲鎧,2020-11-19,勞動基準法第36條第1項,膳安國際股份有限公司,743933967WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10947997123號,20000
呂奇龍,2020-11-20,勞動基準法第22條第2項,光華巴士股份有限公司,743933968WZT,工資未全額直接給付勞工,新北府勞檢字第1094800136號,100000
陳順傑,2020-12-07,勞動基準法第24條,雄爺食堂有限公司,743933977WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094801540號,10000
陳順傑,2020-12-07,勞動基準法第36條第1項,雄爺食堂有限公司,743933979WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10948015401號,10000
紀仲容,2020-12-04,勞動基準法第24條,富航企業有限公司,743933982WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094801294號,20000
紀仲容,2020-12-04,勞動基準法第36條第1項,富航企業有限公司,743933983WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10948012941號,20000
趙建厚,2020-12-07,勞動基準法第24條,宏誌科技股份有限公司,744842750WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094801795號,80000
趙建厚,2020-12-07,勞動基準法第32條第2項,宏誌科技股份有限公司,744842751WZT,延長工作時間超過法令規定,新北府勞檢字第10948017951號,80000
 ,2020-12-07,勞動基準法第30條第6項,張僑芸(即炒茶天師茶業行),744842752WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094801883號,10000
呂奇峯,2020-12-07,勞動基準法第32條第2項,淡水汽車客運股份有限公司,744842753WZT,延長工作時間超過法令規定,新北府勞檢字第1094801798號,550000
徐濬宇,2020-12-07,勞動基準法第30條第6項,巨興醫學科技股份有限公司,744842755WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094802157號,20000
周康記,2020-12-07,勞動基準法第19條,重鵬生技股份有限公司,744842756WZT,未依規定發給服務證明書,新北府勞檢字第1094801538號,24000
 ,2020-12-08,勞動基準法第30條第6項,邱允成(即心心洗衣店),745257489WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094802137號,20000
李森田,2020-12-08,勞動基準法第32條第2項,華冠通訊股份有限公司,745257492WZT,延長工作時間超過法令規定,新北府勞檢字第1094801997號,420000
李森田,2020-12-08,勞動基準法第36條第2項,華冠通訊股份有限公司,745257493WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10948019971號,48000
 ,2020-12-09,勞動基準法第23條第2項,蔡杰樺(即鐵庫小吃店),745257494WZT,未依規定置備工資清冊或未詳實記載工資各項目明細,新北府勞檢字第1094802248號,10000
 ,2020-12-09,勞動基準法第30條第6項,蔡杰樺(即鐵庫小吃店),745257495WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第10948022481號,10000
 ,2020-12-08,勞動基準法第24條,黃建力(即協建26號漁船；協建28號漁船),745257496WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094801809號,20000
 ,2020-12-08,勞動基準法第39條,黃建力(即協建26號漁船；協建28號漁船),745257497WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第10948018091號,20000
梁煥龍,2020-12-08,勞動基準法第30條第6項,美津起重工程有限公司,745257498WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094802178號,20000
梁煥龍,2020-12-08,勞動基準法第36條第1項,美津起重工程有限公司,745257499WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10948021781號,20000
林東生,2020-12-10,勞動基準法第24條,佑豐貨運股份有限公司,745257501WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094802028號,40000
劉嘉琳,2020-12-08,勞動基準法第24條,劉家肉粽股份有限公司,745257502WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094801595號,20000
劉嘉琳,2020-12-08,勞動基準法第38條第1項及第4項,劉家肉粽股份有限公司,745257503WZT,未依規定給予特別休假,新北府勞檢字第10948015951號,20000
劉嘉琳,2020-12-08,勞動基準法第39條,劉家肉粽股份有限公司,745257504WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第10948015952號,20000
湯小玲,2020-12-09,勞動基準法第32條第2項,綠映人資企管顧問有限公司,745818554WZT,延長工作時間超過法令規定,新北府勞檢字第1094802179號,40000
趙俞斌,2020-12-09,勞動基準法第24條,精鎧鐘錶股份有限公司,745818555WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094802260號,40000
趙俞斌,2020-12-09,勞動基準法第36條第1項,精鎧鐘錶股份有限公司,745818556WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10948022601號,20000
 ,2020-12-09,勞動基準法第24條,吳俊華(即億滿恩2號),745818557WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094801858號,10000
 ,2020-12-09,勞動基準法第32條第2項,吳俊華(即億滿恩2號),745818558WZT,延長工作時間超過法令規定,新北府勞檢字第10948018581號,10000
 ,2020-12-09,勞動基準法第36條第1項,吳俊華(即億滿恩2號),745818559WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10948018582號,10000
 ,2020-12-09,勞動基準法第39條,吳俊華(即億滿恩2號),745818560WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第10948018583號,10000
 ,2020-12-09,勞動基準法第24條,吳俊寬(即億滿恩3號),745818561WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094801857號,10000
 ,2020-12-09,勞動基準法第32條第2項,吳俊寬(即億滿恩3號),745818562WZT,延長工作時間超過法令規定,新北府勞檢字第10948018571號,10000
 ,2020-12-09,勞動基準法第36條第1項,吳俊寬(即億滿恩3號),745818563WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10948018572號,10000
 ,2020-12-09,勞動基準法第39條,吳俊寬(即億滿恩3號),745818564WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第10948018573號,10000
 ,2020-12-09,勞動基準法第34條第2項,康志鵬(即康全診所),745818565WZT,更換班次時未給予適當之休息時間,新北府勞檢字第1094801807號,20000
 ,2020-12-09,勞動基準法第35條,王肇華(即一味入魂冷飲店),745818566WZT,繼續工作四小時未有三十分鐘休息,新北府勞檢字第1094801806號,10000
吳冠霖,2020-12-10,勞動基準法第23條第1項,英屬維京群島商優利投資股份有限公司,745818569WZT,未提供勞工工資各項目計算方式明細,新北府勞檢字第1094802118號,20000
張哲銘,2020-12-10,勞動基準法第23條第1項,樂華有限公司,745818570WZT,未提供勞工工資各項目計算方式明細,新北府勞檢字第1094802120號,20000
鄭金益,2020-12-10,勞動基準法第55條第3項,迎春企業有限公司,746104281WZT,未於勞工退休之日起30日內給付退休金,新北府勞業字第1092360402號,300000
張顥翰,2020-12-10,勞動基準法第30條第6項,軒維國際事業有限公司,746104315WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094802124號,20000
張珮瑩,2020-12-10,勞動基準法第24條,天辰物業管理顧問有限公司,746104316WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094801950號,20000
張珮瑩,2020-12-10,勞動基準法第36條第1項,天辰物業管理顧問有限公司,746104318WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10948019502號,20000
林文欽,2020-12-10,勞動基準法第32條第2項,正昱股份有限公司,746104319WZT,延長工作時間超過法令規定,新北府勞檢字第1094802176號,20000
林正浩,2020-12-11,勞動基準法第30條第6項,勇福織造廠有限公司,746104322WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094802123號,20000
 ,2020-12-10,勞動基準法第21條第1項,趙英進(即趙英進診所),746104323WZT,未達法定基本工資標準,新北府勞檢字第1094801951號,10000
 ,2020-12-10,勞動基準法第24條,趙英進(即趙英進診所),746104324WZT,延長工作時間未依規定加給工資,新北府勞檢字第10948019511號,10000
 ,2020-12-10,勞動基準法第22條第2項,郭語潔(即天使雞排店),746104325WZT,工資未全額直接給付勞工,新北府勞檢字第1094802281號,10000
陳又綸,2020-12-11,勞動基準法第36條第1項,愛兒百趣國際有限公司,746104327WZT,每七日中未有一日之休息作為例假,新北府勞檢字第1094802548號,10000
鍾梁權,2020-12-11,勞動基準法第22條第2項,巨匠電腦股份有限公司,746506635WZT,工資未全額直接給付勞工,新北府勞檢字第1094802731號,40000
鍾梁權,2020-12-11,勞動基準法第24條,巨匠電腦股份有限公司,746506636WZT,延長工作時間未依規定加給工資,新北府勞檢字第10948027311號,80000
徐世寧,2020-12-11,勞動基準法第23條第1項,正點錄影傳播有限公司,746506637WZT,未提供勞工工資各項目計算方式明細,新北府勞檢字第1094802419號,20000
張政源,2020-12-15,勞動基準法第35條,交通部臺灣鐵路管理局,747353851WZT,繼續工作四小時未有三十分鐘休息,新北府勞檢字第1094802654號,80000
張政源,2020-12-15,勞動基準法第38條第2項,交通部臺灣鐵路管理局,747353852WZT,未依規定給予特別休假,新北府勞檢字第10948026541號,40000
 ,2020-12-14,勞動基準法第24條,許志明(即明桂企業社),747353853WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094802366號,10000
劉本謙,2020-12-15,勞動基準法第24條,依洛國際開發股份有限公司,747353854WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094802749號,40000
劉本謙,2020-12-15,勞動基準法第36條第1項,依洛國際開發股份有限公司,747353855WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10948027491號,40000
黃裕鑫,2020-12-15,勞動基準法第22條第2項,英聯救護車事業有限公司,747353856WZT,工資未全額直接給付勞工,新北府勞檢字第1094802697號,10000
黃裕鑫,2020-12-15,勞動基準法第24條,英聯救護車事業有限公司,747353857WZT,延長工作時間未依規定加給工資,新北府勞檢字第10948026971號,10000
黃裕鑫,2020-12-15,勞動基準法第32條第2項,英聯救護車事業有限公司,747353858WZT,延長工作時間超過法令規定,新北府勞檢字第10948026972號,10000
黃裕鑫,2020-12-15,勞動基準法第39條,英聯救護車事業有限公司,747353859WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第10948026973號,10000
陳绣專,2020-12-14,勞動基準法第39條,翔臣工業有限公司,747353860WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第1094802733號,20000
 ,2020-12-14,勞動基準法第30條第5項,蔡芳倪(即晨光文理語文短期補習班),747353861WZT,未依規定置備勞工出勤紀錄表,新北府勞檢字第1094802360號,45000
江秋雄,2020-12-14,勞動基準法第24條,鐳特實業有限公司,747353863WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094802367號,20000
江秋雄,2020-12-14,勞動基準法第30條第6項,鐳特實業有限公司,747353864WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第10948023671號,20000
"Edgard,Michel,Marie",2020-12-15,勞動基準法第39條,大潤發流通事業股份有限公司,747640538WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第1094802499號,40000
柏善勤,2020-12-15,勞動基準法第24條,台灣屈臣氏個人用品商店股份有限公司,747640539WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094802501號,80000
柏善勤,2020-12-15,勞動基準法第34條第2項,台灣屈臣氏個人用品商店股份有限公司,747640540WZT,更換班次時未給予適當之休息時間,新北府勞檢字第10948025011號,40000
柏善勤,2020-12-15,勞動基準法第36條第1項,台灣屈臣氏個人用品商店股份有限公司,747640541WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10948025012號,40000
 ,2020-12-15,勞動基準法第34條第2項,黃天佑(即黃長興號),747640542WZT,更換班次時未給予適當之休息時間,新北府勞檢字第1094802922號,20000
成智珮,2020-12-15,勞動基準法第32條第2項,旺萊食品有限公司,747640543WZT,延長工作時間超過法令規定,新北府勞檢字第1094802664號,20000
成智珮,2020-12-15,勞動基準法第34條第2項,旺萊食品有限公司,747640544WZT,更換班次時未給予適當之休息時間,新北府勞檢字第10948026641號,20000
余立夫,2020-12-15,勞動基準法第35條,樂音科技股份有限公司,747640547WZT,繼續工作四小時未有三十分鐘休息,新北府勞檢字第1094802818號,20000
 ,2020-12-15,勞動基準法第23條第2項,鄭文秀(即凱勝汽車材料行),747640548WZT,未依規定置備工資清冊或未詳實記載工資各項目明細,新北府勞檢字第1094802819號,20000
 ,2020-12-15,勞動基準法第30條第6項,鄭文秀(即凱勝汽車材料行),747640549WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第10948028191號,20000
馮丞蔚,2020-12-15,勞動基準法第24條,艾米塔幸福有限公司,747640550WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094803091號,20000
吳家宜,2020-12-15,勞動基準法第23條第1項,僑鼎彈簧機械股份有限公司,747640552WZT,未提供勞工工資各項目計算方式明細,新北府勞檢字第1094803018號,40000
 ,2020-12-15,勞動基準法第38條,吳立昀(即幸安診所),747640553WZT,未依規定給予特別休假,新北府勞檢字第1094802880號,20000
 ,2020-12-15,勞動基準法第36條第1項,王俐閔(即承旺商行),747640554WZT,每七日中未有一日之休息作為例假,新北府勞檢字第1094802816號,20000
 ,2020-11-19,勞動基準法第30條第6項,張新榮(即好婆婆實業社),747928216WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094800080號,10000
黃子倩,2020-11-19,勞動基準法第9條第1項,艮達工程有限公司,747928217WZT,違反規定訂定定期契約,新北府勞檢字第1094800140號,20000
黃寶賜,2020-11-20,勞動基準法第23條第2項,達樂友貿易實業有限公司,747928218WZT,未依規定置備工資清冊或未詳實記載工資各項目明細,新北府勞檢字第1094799828號,20000
黃寶賜,2020-11-20,勞動基準法第24條,達樂友貿易實業有限公司,747928220WZT,延長工作時間未依規定加給工資,新北府勞檢字第10947998281號,20000
陳勇志,2020-11-20,勞動基準法第32條第2項,台灣康匠製造股份有限公司,747928222WZT,延長工作時間超過法令規定,新北府勞檢字第1094799967號,40000
陳勇志,2020-11-20,勞動基準法第36條第1項,台灣康匠製造股份有限公司,747928223WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10947999671號,40000
張昭明,2020-11-23,勞動基準法第24條,昶明工程有限公司,747928224WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094799946號,20000
張昭明,2020-11-23,勞動基準法第32條第2項,昶明工程有限公司,747928225WZT,延長工作時間超過法令規定,新北府勞檢字第10947999461號,20000
張昭明,2020-11-23,勞動基準法第36條第1項,昶明工程有限公司,747928226WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10947999462號,20000
張昭明,2020-11-23,勞動基準法第38條第1項及第4項,昶明工程有限公司,747928227WZT,未依規定給予特別休假,新北府勞檢字第10947999463號,20000
張昭明,2020-11-23,勞動基準法第39條,昶明工程有限公司,747928228WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第10947999464號,20000
黃柏強,2020-12-16,勞動基準法第39條,典忻有限公司,747928293WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第1094802954號,10000
王俊超,2020-12-16,勞動基準法第30條第6項,家福股份有限公司,747928294WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094803193號,40000
 ,2020-12-16,勞動基準法第23條第2項,王紹宇(即福農食品企業社),747928295WZT,未依規定置備工資清冊或未詳實記載工資各項目明細,新北府勞檢字第1094803153號,10000
 ,2020-12-16,勞動基準法第30條第6項,王紹宇(即福農食品企業社),747928296WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第10948031531號,10000
 ,2020-12-16,勞動基準法第36條第1項,王紹宇(即福農食品企業社),747928297WZT,每七日中未有一日之休息作為例假,新北府勞檢字第10948031532號,10000
 ,2020-12-16,勞動基準法第38條第1項及第4項,王紹宇(即福農食品企業社),747928298WZT,未依規定給予特別休假,新北府勞檢字第10948031533號,10000
黃稟富,2020-12-16,勞動基準法第30條第6項,富陽興業有限公司,747928299WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094803173號,20000
張建榮,2020-12-16,勞動基準法第39條,信義之星公寓大廈管理維護股份有限公司,747928300WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第1094802734號,20000
 ,2020-12-16,勞動基準法第30條第6項,孫超群(即裕群商行),747928301WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094803342號,20000
彭智,2020-12-17,勞動基準法第36條第1項,丞石建築開發有限公司,747928302WZT,每七日中未有一日之休息作為例假,新北府勞檢字第1094803087號,40000
施谷政,2020-12-17,勞動基準法第30條第6項,全通貨運有限公司,747928303WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1094803089號,20000
彭智,2020-12-17,勞動基準法第24條,誠泰開發有限公司,747928304WZT,延長工作時間未依規定加給工資,新北府勞檢字第1094803088號,20000
