項次,業者名稱(市招),業者地址,產品名稱,稽查日期,稽查/檢驗項目,稽查/檢驗結果,違反之食安法條及相關法,裁罰金額,備註,違反之食安法條及相關法_標準化,危害等級,危害判斷依據
169,PChome24h購物,臺北市大安區敦化南路二段105號15樓,雞肉野菜丼,111/5/25,放射性核種,合格,,,嬰幼兒食品,未明確標示,info,原始資料未提供有效法條資訊
170,PChome24h購物,臺北市大安區敦化南路二段105號15樓,前田巧虎6P蛋酥,111/6/22,放射性核種,合格,,,嬰幼兒食品,未明確標示,info,原始資料未提供有效法條資訊
171,PINO,臺北市士林區中山北路6段140號1樓,—,113/9/23,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
172,PINO,臺北市士林區中山北路6段140號1樓,前腿肉(絞),113/9/11,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
173,PONDEROSA,台北市信義區菸廠路88號B1,-,113/1/9,標示,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
174,PappaRich金爸爸-南港中信店,臺北市南港區經貿二路166號1樓,-,111/9/30,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
175,Petitdoux微兜永康店,臺北市大安區信義路二段198巷7-3號1樓,醃戰斧豬排,114/9/15,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
176,Petitdoux微兜永康店,臺北市大安區信義路二段198巷7-3號1樓,-,114/9/23,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
177,PowerBeef,臺北市中正區金山南路1段50號,美國冷藏頂級翼板肉(牛),110/6/23,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
178,RJK羅傑斯美墨廚房,臺北市內湖區麗山街362號1樓,-,111/9/22,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
179,RJK羅傑斯美墨廚房,臺北市內湖區麗山街362號1樓,-,111/9/13,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
180,SOGO天母店漢來美食股份有限公司,臺北市士林區中山北路6段77號7樓,香魚.(散裝)IQ-10K,114/6/3,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
181,SSAM韓式燒肉專門店,臺北市中山區吉林路16號1樓,—,113/10/2,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
182,SSAM韓式燒肉專門店,臺北市中山區吉林路16號1樓,US-PRIME-翼板肉-切排,113/9/25,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
183,SUPERBUY市集(網購平台),臺北市敦化南路二段46號4樓之1,有機玫瑰花茶,111/4/1,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
184,SUPERBUY市集(網購平台),臺北市大安區敦化南路二段46號4樓之1,有機豌豆,112/3/3,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
185,SuperBuy市集(網購平台),臺北市敦化南路二段46號4樓-1,有機馬鈴薯,112/4/25,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
186,TEATOP第一味,新北市淡水區公明街80號,,112/3/21,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
187,TGIFRIDAYS星期五美式餐廳-信義店,臺北市信義區忠孝東路5段8號2樓,-,111/9/20,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
188,That'sok괜찮아韓式餐酒館 ,新北市蘆洲區光榮路34號1樓,—,113/9/4,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
189,That'sok괜찮아韓式餐酒館 ,新北市蘆洲區光榮路34號1樓,翼板牛小排(美國),113/8/22,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
190,UMI火鍋●水產直賣所,臺北市松山區光復北路138號,冷凍白蝦,110/3/12,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
191,URBANPARADISE信義店,臺北市信義區松高路11號5樓,冷凍全殼生蠔,114/11/5,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
192,VillageBistro村餐酒館,新北市新莊區思源路311號1樓,,113/9/23,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
193,VillageBistro村餐酒館,新北市新莊區思源路311號1樓,-,113/11/7,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
194,WIREDCHAYA,臺北市內湖區成功路4段188號1樓,豬梅肉,113/9/11,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
195,WIREDCHAYA茶屋南港店,臺北市南港區忠孝東路7段369號,豬梅肉,113/5/8,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
196,WMF復興SOGO,臺北市大安區忠孝東路3段300號8樓,WMFDevil迷你湯鍋14cm1.3L,112/3/30,食品器具容器包裝衛生標準(金屬合金類鉛、銻),合格,,,,未明確標示,info,原始資料未提供有效法條資訊
197,Wendel's,臺北市士林區德行西路5號,—,113/9/11,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
198,Wilbeck威爾貝克手烘咖啡,臺北市信義區永吉路30巷158弄2號1樓,,112/3/29,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
199,Y&W餐飲,新北市新莊區五權一路14號旁,－,110/9/7,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
200,YAYOI彌生軒天母店,臺北市士林區忠誠路二段70巷2號1樓,冷藏鮭魚清肉(四分切),111/8/10,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
201,Zorba,臺北市大安區羅斯福路3段283巷7弄16號1樓,—,113/9/20,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
202,Zorba,臺北市大安區羅斯福路3段283巷7弄16號1樓,甜椒,113/9/11,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
203,agnesb.Cafe信義誠品店,臺北市信義區松高路11號1樓,,112/3/29,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
204,babysuperu亞東店,新北市板橋區南雅南路二段21號B1樓,生機鮮蔬義大利麵泥,110/9/3,真菌毒素,合格,,,嬰幼兒食品,未明確標示,info,原始資料未提供有效法條資訊
205,cama現烘咖啡專門店,新北市新店區中正路525號1樓,,112/3/1,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
206,cama豆留森林,臺北市士林區格致路70號,–,110/4/30,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
207,cama豆留森林,臺北市士林區格致路70號,嚴選拿鐵,110/4/15,衛生標準,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
208,city'super復興店,臺北市大安區忠孝東路3段300號B3,龍虎班,113/8/30,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
209,city'super復興店,臺北市大安區忠孝東路三段300號B3樓,豪德燒烤雞肉罐(麻辣味),112/10/30,放射性核種,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
210,city'super復興店,臺北市大安區忠孝東路三段300號B3樓,白蘿蔔,111/11/4,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
211,citysuper復興店,臺北市大安區忠孝東路3段300號,台灣烏骨雞,112/2/15,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
212,citysuper復興店,臺北市大安區忠孝東路三段300號,台灣烏骨雞,112/2/15,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
213,gonna-京站店,臺北市大同區承德路1段1號1樓,-,111/10/7,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
214,gonna-京站店,臺北市大同區承德路1段1號1樓,-,111/9/30,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
215,i3Fresh愛上新鮮,臺北市中正區八德路1段23號9樓-1,熊本和王頂級A5和牛火鍋片,110/6/28,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
216,miacucina信義店,臺北市信義區松壽路11號2樓,青蔥,114/9/4,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
217,momo購物網,臺北市內湖區洲子街96號4樓,精選花菇禮盒,111/9/7,放射性核種,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
218,momo購物網,臺北市內湖區洲子街96號4樓,朝食水果罐[蜜柑鳳梨],111/10/11,放射性核種,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
219,momo購物網,臺北市內湖區洲子街96號4樓,元氣蜂蜜〔隨身包〕,111/4/1,放射性核種,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
220,momo購物網,臺北市內湖區洲子街96號4樓,喜康瑞-無添加麴味噌,111/6/2,放射性核種,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
221,momo購物網,臺北市內湖區洲子街96號4樓,初見綠茶,111/4/11,放射性核種,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
222,momo購物網,臺北市內湖區洲子街96號4樓,日本干貝,111/5/9,放射性核種,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
223,momo購物網,臺北市內湖區洲子街96號4樓,起士魚板條[辣味],111/4/25,放射性核種,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
224,momo購物網,臺北市內湖區洲子街96號4樓,明治成長配方食品樂樂Q貝,111/6/22,放射性核種,合格,,,嬰幼兒食品,未明確標示,info,原始資料未提供有效法條資訊
225,momo購物網,臺北市內湖區洲子街96號4樓,日本生食級干貝,111/11/14,放射性核種,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
226,momo購物網,臺北市內湖區洲子街96號4樓,K&K鹽燒螺肉,111/12/13,放射性核種,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
227,momo購物網,臺北市內湖區洲子街96號4,英式即溶奶茶(69g),110/7/26,標示,不合格,違反食品安全衛生管理法第22條，依同法第47條裁處。,30000,,違反食安法第22條，依同法第47條裁處,medium,第22條 包裝食品標示應載事項
228,oh!my原燒日式燒肉-台北林森北店,臺北市中山區林森北路121號2樓及123號2樓,-,114/8/4,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
229,oh!my原燒日式燒肉-台北林森北店,臺北市中山區林森北路121號2樓及123號2樓,鮮蔬沙拉,114/7/28,食品中微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
230,oh!my原燒日式燒肉-台北林森北店,臺北市中山區林森北路121號2樓及123號2樓,-,114/7/29,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
231,oh!my原燒日式燒肉台北林森北店,臺北市中山區林森北路121號2樓,伊比利厚切豬梅花,111/4/7,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
232,ponpio,臺北市士林區德行東路228號,丹麥豬(梅花肉),112/8/17,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
233,ponpio,臺北市士林區德行東路228號1樓,霜降牛,110/11/9,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
234,yahoo超級商城,臺北市南港區三重路66號14樓,極上嚴選野菜鯛魚米粥,111/5/25,放射性核種,合格,,,嬰幼兒食品,未明確標示,info,原始資料未提供有效法條資訊
235,うなぎ四代目菊かわ鰻魚飯-台北SOGO天母店,臺北市士林區中山北路六段77號8樓,-,114/9/24,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
236,うなぎ四代目菊かわ鰻魚飯-台北SOGO天母店,臺北市士林區中山北路六段77號8樓,盛田釀造藏出本味醂,114/9/17,防腐劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
237,くら壽司,新北市林口區文化三路356號B1樓,—,113/8/20,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
238,くら壽司,新北市永和區中山路1段238號4樓,—,113/8/22,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
239,一之軒食品有限公司,新北市新店區復興路111號6樓,-,111/7/5,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
240,一之軒食品有限公司,新北市新店區復興路111號,芝麻蛋糕,111/3/9,防腐劑,合格,-,,-,未明確標示,info,原始資料未提供有效法條資訊
241,一之軒食品有限公司,新北市新店區復興路111號,英倫女爵6吋,111/4/19,食品微生物,合格,-,,-,未明確標示,info,原始資料未提供有效法條資訊
242,一之軒食品有限公司,新北市新店區復興路111號1-6樓,-,111/4/19,GHP,合格,-,,-,未明確標示,info,原始資料未提供有效法條資訊
243,一之軒食品有限公司(新店廠),新北市新店區復興里復興路111號六樓,−,112/1/3,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
244,一之軒食品有限公司(輔大醫院店),新北市泰山區貴子路69號B1,芝麻麻糬,112/12/19,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
245,一之軒食品有限公司二廠,新北市新店區復興路111號9樓,-,110/9/3,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
246,一之軒食品有限公司和平店,台北市中正區和平西路1段13號,金鑽土鳳梨酥(全素),113/7/10,防腐劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
247,一之軒食品有限公司士林分店,臺北市士林區中正路249之1號,一,110/3/23,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
248,一之軒食品有限公司士林分店,臺北市士林區中正路249之1號,一,110/4/7,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
249,一之軒食品有限公司士林門市,臺北市士林區中正路249-1號1樓,樹頂100%葡萄綜合果汁,112/7/10,重金屬,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
250,一之軒食品有限公司新店廠,新北市新店區復興路111號10樓,壹品培根(國產豬),111/10/25,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
251,一之軒食品有限公司新店廠,新北市新店區復興路111號6樓(B1-10樓),-,110/9/3,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
252,一之軒食品有限公司新店廠,新北市新店區復興里復興路111號10樓,鹹蛋黃,110/7/26,著色劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
253,一之軒食品有限公司新店廠,新北市新店區復興路111號6樓(B1-10樓),餅用紅豆餡,110/8/5,防腐劑、甜味劑、著色劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
254,一之軒食品有限公司新店廠/二廠,新北市新店區復興路111號6樓(B1-10樓)/9樓,金鑽鳳梨酥(蛋奶素),110/8/5,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
255,一之軒食品有限公司松江門市,台北市中山區松江路305號,蛋黃酥,111/7/18,防腐劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
