專案名稱,抽驗日期,分類,檢體名稱,抽驗行政郵遞區號,抽驗地點,檢驗結果,不符合規定原因
蔬果,20220105,果菜類,青龍椒,104,全聯實業股份有限公司大直北安分公司(全聯)/臺北市中山區北安路588巷8、10號1樓,不符合規定,殺蟎劑Spirodiclofen 賜派芬0.52(標準：0.01ppm以下) 
蔬果,20220104,包葉菜類,包心白菜,112,古意人水果專賣店/臺北市北投區中央南路1段159、161號,不符合規定,"殺蟲劑Abamectin 阿巴汀0.07ppm(標準：0.05ppm以下) 
殺蟲劑Emamectin benzoate 因滅汀1.76ppm(標準：0.05ppm以下) "
蔬果,20220104,小葉菜類,格藍芽(芥藍),112,復興市場菜攤/臺北市北投區中和街320巷14號對面,不符合規定,殺線蟲劑Oxamyl 毆殺滅1.3ppm(標準：0.5ppm以下) 
蔬果,20220104,小漿果類,日本熊本草莓,111,農果水果行/臺北市士林區士東路95號1樓,不符合規定,殺菌劑Fluopyram 氟派瑞2.5ppm(標準：1.5ppm以下) 
蔬果,20220104,柑桔類,日本排站金桔,111,農果水果行/臺北市士林區士東路95號1樓,不符合規定,殺蟎劑Bifenazate 必芬蟎0.08ppm(標準：不得檢出) 
蔬果,20220105,小葉菜類,茼蒿,104,小農市集/臺北市中山區北安路458巷41弄3號/大直市場F03號攤,不符合規定,殺菌劑Difenoconazole 待克利1.2ppm(標準：1.0ppm以下) 
蔬果,20220105,小葉菜類,芥藍,104,小農市集/臺北市中山區北安路458巷41弄3號/大直市場F03號攤,不符合規定,殺菌劑Carbendazim 貝芬替1.3ppm(標準：1.0ppm以下) 
蔬果,20220105,小漿果類,日本草莓,106,一級鮮果商行/臺北市大安區仁愛路4段408號,不符合規定,殺蟲劑Flonicamid 氟尼胺0.04ppm(標準：0.01ppm以下) 
蔬果,20220105,柑桔類,鹿兒島金桔,106,一級鮮果商行/臺北市大安區仁愛路4段408號,不符合規定,"殺蟲劑Flubendiamide 氟大滅0.02ppm(標準：不得檢出) 
殺菌劑Iprodione 依普同0.04ppm(標準：0.01ppm以下) "
蔬果,20220105,小葉菜類,苳萵（茼蒿）,106,兆洋餐飲事業股份有限公司台北忠孝二分公司(築間幸福鍋物)/臺北市大安區忠孝東路4段120號2樓、120號2樓之1,不符合規定,"殺菌劑Boscalid 白克列14.9ppm(標準：4.0ppm以下) 
殺菌劑Difenoconazole 待克利3.5ppm(標準：1.0ppm以下) 
殺菌劑Dimethomorph 達滅芬4.9ppm(標準：2.5ppm以下) "
蔬果,20220106,包葉菜類,包心白菜,108,第一果菜批發市場蔬菜零批場地號108/臺北市萬華區萬大路533號 ,不符合規定,殺蟲劑Fenvalerate 芬化利0.6ppm(標準：0.5ppm以下) 
蔬果,20220106,小漿果類,日本櫻桃草莓,100,梅林水果行/臺北市中正區開封街1段81、83號1樓,不符合規定,殺蟲劑Flonicamid 氟尼胺0.16ppm(標準：0.01ppm以下) 
祭祀食品,20220215,豆乾類,豆干絲,104,茂億食品行(天然素食批發商)/臺北市中山區民族東路410巷2弄16號1號,不符合規定,檢出過氧化氫為陽性(不得檢出)
祭祀食品,20220216,花生粉,花生粉,114,77潤餅刈包/臺北市內湖區內湖路1段737巷50弄41號,不符合規定,檢出總黃麴毒素(B1+B2+G1+G2) 6.2 μg/kg(4μg/kg以下)、黃麴毒素B1 5.1μg/kg(2μg/kg以下)
祭祀食品,20220217,豆乾類,豆干丁,110,正宗現做潤餅/臺北市信義區松山路541巷1號,不符合規定,檢出苯甲酸1.68 g/kg(標準：0.6 g/kg)、過氧化氫為陽性(不得檢出)
祭祀食品,20220218,豆乾類,豆干絲(基因改造),112,高發豆腐店/臺北市北投區新市街30號(200攤號),不符合規定,檢出過氧化氫為陽性(不得檢出)
蔬果,20220301,小漿果類,PC-福岡草莓s,104,新光三越百貨股份有限公司台北南西分公司/臺北市中山區南京西路12號地下2層,不符合規定,"殺菌劑Isopyrazam 亞派占0.50ppm(標準：不得檢出) 
殺蟎劑Spirotetramat 賜派滅0.04ppm(標準：不得檢出) 
殺蟲劑Thiacloprid 賽果培0.11ppm(標準：0.01ppm以下) "
蔬果,20220302,柑桔類,金桔,100,森林森水果行(農林水果)/臺北市中正區衡陽路36號1樓,不符合規定,殺蟎劑Bifenazate 必芬蟎0.13ppm(標準：不得檢出) 
茶葉、花草茶,20220214,花草茶,粉紅玫瑰,103,懷結堂藥行有限公司/臺北市大同區迪化街1段107號,不符合規定,殺菌劑Penconazole 平克座0.14ppm(標準:0.05ppm以下)
茶葉、花草茶,20220214,花草茶,粉玫瑰,106,馬東小吃店〈馬辣忠孝店〉/臺北市大安區忠孝東路4段223巷10弄4號,不符合規定,殺蟲劑Phosalone 裕必松0.07ppm(標準:不得檢出)
茶葉、花草茶,20220215,花草茶,玫瑰花(粉紅),103,勝元堂參藥行/臺北市大同區民生西路330號1樓,不符合規定,"殺蟲劑Indoxacarb 因得克0.09ppm(標準:0.01ppm)	
殺菌劑Iprodione 依普同0.16ppm(標準:0.05ppm)	"
茶葉、花草茶,20220215,花草茶,薄荷葉,111,崔志光/臺北市士林區菁山路101巷8號,不符合規定,"殺蟲劑Indoxacarb 因得克0.42ppm(標準:其他蔬果*0.01ppm)
殺菌劑Metalaxyl 滅達樂0.03ppm(標準:不得檢出)"
生鮮禽畜肉品,20220302,雞蛋,牧草酵素蛋,106,台北市農會蔬果舖子/臺北市大安區復興南路1段340巷旁空地,不符合規定,磺胺喹啉(sulfaquinoxaline) 0.3ppm (標準:0.1ppm)
米濕製品,20220408,糕粿糬類製品,港式蘿蔔糕,111,六六製麵/臺北市士林區德行東路109巷107號(士東市場旁),不符合規定,苯甲酸 0.57 g/kg(標準：1.0 /g/kg)
生鮮水產品,20220407,軟體動物,一口小章魚,106,太平洋崇光百貨股份有限公司(Fresh Mart)/臺北市大安區忠孝東路4段45號B2樓,不符合規定,"鎘：3 mg/kg
(標準：1 mg/kg)"
蔬果,20220411,小葉菜類,九層塔(羅勒),110,壹舍國際股份有限公司(真心台菜餐廳)/臺北市信義區松智路17號4樓,不符合規定,殺蟲劑Chlorpyrifos 陶斯松0.07ppm(標準： 0.01ppm以下)
蔬果,20220408,柑桔類,春姫金柑,111,新潔水菓行(新豐水果店)/臺北市士林區天母西路69號,不符合規定,殺菌劑Iprodione 依普同0.03ppm(標準：0.01ppm以下) 
蔬果,20220505,香辛植物及其他草木本植物,香菜(芫荽),105,百特蔬果行/臺北市松山區民生東路5段20號,不符合規定,殺蟲劑Phenthoate 賽達松0.05ppm(標準：0.01ppm以下) 
蔬果,20220503,小葉菜類,九層塔(羅勒),110,惠民蔬果量販店/臺北市信義區吳興街157號,不符合規定,殺蟲劑Chlorfenapyr 克凡派1.4ppm(標準： 1.0ppm以下) 
蔬果,20220503,瓜菜類,絲瓜,104,全聯實業股份有限公司台北吉林分公司/臺北市中山區吉林路213、215、217、219號1樓,不符合規定,殺菌劑Procymidone 撲滅寧3.1ppm(標準：2.0ppm以下) 
蔬果,20220504,瓜菜類,栗子南瓜,108,茂昌菓菜行(茂昌蔬果)/臺北市萬華區富民路155巷27號1樓,不符合規定,殺菌劑Tebuconazole 得克利0.10ppm(標準：0.01ppm以下) 
蔬果,20220505,乾豆類,家樂福綠豆(有效日期1120426),105,家福股份有限公司三民分公司/臺北市松山區三民路160號,不符合規定,殺蟲劑Diflubenzuron 二福隆0.03ppm(標準：0.01ppm以下) 
散裝飲冰品及配料,20220509,飲料,經典紅韻(含冰塊),100,錫安商行(波囍)/臺北市中正區羅斯福路3段316巷2號1樓,不符合規定,衛生標準
散裝飲冰品及配料,20220510,飲料,紅水烏龍(含冰塊),112,鼎茶飲品店(龜記北投石牌店)/臺北市北投區石牌路2段124號1樓,不符合規定,衛生標準
散裝飲冰品及配料,20220510,飲料,三韻紅萱(含冰塊),112,鼎茶飲品店(龜記北投石牌店)/臺北市北投區石牌路2段124號1樓,不符合規定,衛生標準
生鮮禽畜肉品,20220503,鵝肉,全鵝,104,鵝城餐飲有限公司/臺北市中山區吉林路105號,不符合規定,Doxycycline 1.0 ppm(標準:0.1 ppm) 
中元祭祀食品,20220621,臘肉類,台灣臘肉,106,上海火腿食品(南門市場B57攤)/臺北市大安區杭州南路2段55號,不符合規定,"已二烯酸 2.22 g/kg
(標準2.0 g/kg)"
中元祭祀食品,20220621,臘肉類,台灣臘肉,106,上海火腿食品(南門市場B57攤)/臺北市大安區杭州南路2段55號,不符合規定,"已二烯酸 2.22 g/kg
(標準2.0 g/kg)"
蔬果,20220705,果菜類,朝天椒(超市用)(辣椒),104,魚金貿易有限公司民族營業所(上引水產)/臺北市中山區民族東路410巷2弄18號,不符合規定,殺菌劑Pyraclostrobin 百克敏1.0ppm(標準：0.5ppm以下) 
蔬果,20220706,小葉菜類,青江,108,宜新蔬果行/臺北市萬華區富民路155巷49之3號,不符合規定,殺蟲劑Chlorfenapyr 克凡派1.7ppm(標準：1.0ppm以下) 
市售醬油,20220608,醬油,亞洲甲等醬油,100,萬泰醬園/台北市中正區永春街292、294號,不符合規定,總氮量1.26g/100ml(CNS423：甲等醬油總氮量需1.4g/100ml以上)
中秋食品、烤肉食品、烤肉用容器具,20220719,烤肉用蔬菜,甜椒-履歷彩色甜椒,108,全聯實業股份有限公司西門町分公司(萬華長沙店)/臺北市萬華區長沙街2段110.112號1樓,不符合規定,扶吉胺Fluazinam 0.07ppm(標準：不得檢出)
中秋食品、烤肉食品、烤肉用容器具,20220802,烤肉用蔬菜,進口蘿蔔(白蘿蔔),112,全聯實業股份有限公司台北北投分公司(全聯福利中心)/臺北市北投區北投路2段11號,不符合規定,殺蟲劑Thiamethoxam 賽速安0.37ppm(標準：0.25ppm以下) 
中秋食品、烤肉食品、烤肉用容器具,20220802,烤肉用蔬菜,百香果-產銷履歷百香果,112,全聯實業股份有限公司台北北投分公司(全聯福利中心)/臺北市北投區北投路2段11號,不符合規定,殺蟲劑Cyromazine 賽滅淨0.25ppm(標準：不得檢出) 
中秋食品、烤肉食品、烤肉用容器具,20220802,烤肉用蔬菜,芹菜,115,為福樓餐廳有限公司/臺北市南港區忠孝東路5段996號,不符合規定,殺菌劑Procymidone 撲滅寧5.6ppm(標準：5.0ppm以下) 
中秋食品、烤肉食品、烤肉用容器具,20220802,烤肉用蔬菜,青江菜,115,永祥蔬果行/臺北市南港區同德路77號,不符合規定,殺蟲劑Chlorfenapyr 克凡派1.4ppm(標準：1.0ppm以下)
中秋食品、烤肉食品、烤肉用容器具,20220801,烤肉用蔬菜,冷凍青花菜（有效日期：20231201）,104,八方行食品股份有限公司(八方行)/臺北市中山區民族東路410巷23弄1號1樓,不符合規定,生長調節劑Chlormequat 克美素0.04ppm(標準：不得檢出)
中秋食品、烤肉食品、烤肉用容器具,20220802,烤肉用蔬菜,芥藍芽,104,暢記蔬果行(蔬果行)/臺北市中山區德惠街112號1樓,不符合規定,殺蟲劑Emamectin benzoate 因滅汀0.10ppm(標準：0.05ppm以下) 
中秋食品、烤肉食品、烤肉用容器具,20220802,烤肉用蔬菜,檸檬,111,大苑子士林文林店/臺北市士林區文林路20號,不符合規定,殺蟲劑Chlorpyrifos 陶斯松0.02ppm(標準：0.01ppm以下) 
中秋食品、烤肉食品、烤肉用容器具,20220803,烤肉用蔬菜,敏豆(菜豆),108,日鮮蔬果專賣店/臺北市萬華區貴陽街2段137號,不符合規定,殺蟲劑Metaflumizone 美氟綜0.13ppm(標準：0.01ppm以下) 
中秋食品、烤肉食品、烤肉用容器具,20220803,烤肉用蔬菜,青江菜,110,涮乃葉統一時代市府店/臺北市信義區忠孝東路5段8號3樓,不符合規定,殺蟲劑Abamectin 阿巴汀0.16ppm(標準：0.05ppm以下) 
中秋食品、烤肉食品、烤肉用容器具,20220803,烤肉用蔬菜,芹菜,110,鎮饌股份有限公司(台北彭園會館)/臺北市信義區忠孝東路5段297號5樓,不符合規定,殺蟲劑Chlorpyrifos 陶斯松0.03ppm(標準：0.01ppm以下) 
蔬果,20220802,核果類,龍眼,115,阿一蔬果有限公司/臺北市南港區忠孝東路6段85號,不符合規定,殺蟲劑Pyriproxyfen 百利普芬0.09ppm(標準：0.01ppm以下) 
蔬果,20220801,果菜類,大辣椒,104,美麗華城市發展股份有限公司(時時香美麗華店)/臺北市中山區敬業三路20號5樓,不符合規定,殺蟲劑Chlorfenapyr 克凡派0.6ppm(標準：0.5ppm以下) 
蔬果,20220803,大漿果類,埔里百香果,110,富安蔬果行/臺北市信義區吳興街208號1樓,不符合規定,殺菌劑Difenoconazole 待克利0.6ppm(標準：0.5ppm以下) 
蔬果,20220803,核果類,龍眼,110,富安蔬果行/臺北市信義區吳興街208號1樓,不符合規定,殺蟲劑Chlorpyrifos 陶斯松0.03ppm(標準：0.01ppm以下) 
蔬果,20220803,小葉菜類,青江菜,110,東京牛角股份有限公司(溫野菜日本涮涮鍋誠品信義店)/臺北市信義區松高路11號4樓,不符合規定,殺蟲劑Chlorfenapyr 克凡派1.6ppm(標準：1.0ppm以下) 
生鮮水產品,20220809,蟹類,冷凍三點蟹,115,六福開發股份有限公司南港分公司(台北六福萬怡酒店)/臺北市南港區忠孝東路7段359號7樓,不符合規定,初抽不符合規定，鎘：2.3mg/kg(標準：0.5mg/kg)
包裝飲用水,20220801,盛裝飲用水,"檸檬水
(註：為盛裝飲用水加檸檬片及葡萄柚片)",104,宜日和餐飲股份有限公司(糀日和Kouji Cafe)/臺北市中山區中山北路2段27巷14號1樓,不符合規定,"大腸桿菌群：陽性
(標準：陰性)"
食品容器具,20220714,食品容器具,涼夏俱樂部矽膠製冰器(大圓球),111,台隆手創館天母店/臺北市士林區中山北路6段77號2樓,不符合規定,標示
食品容器具,20220714,食品容器具,(OMORY)氣炸鍋圓形烘焙紙20cm-50入,111,台隆手創館天母店/臺北市士林區中山北路6段77號2樓,不符合規定,標示
